"","sample_id","Acidaminococcus_intestini","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_putredinis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerosporobacter_mobilis","Anaerostipes_hadrus","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_galacturonicus","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blautia_faecis","Blautia_hydrogenotrophica","Blautia_luti","Blautia_stercoris","Blautia_wexlerae","Bulleidia_extructa","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Catenibacterium_mitsuokai","Clostridium_bartlettii","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_thermocellum","Collinsella_aerofaciens","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Desulfovibrio_piger","Dialister_invisus","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Escherichia_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Gemmiger_formicilis","Haemophilus_parainfluenzae","Holdemania_filiformis","Howardella_ureilytica","Intestinimonas_butyriciproducens","Lactobacillus_ruminis","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Mitsuokella_jalaludinii","Mitsuokella_multacida","Odoribacter_splanchnicus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Parasutterella_excrementihominis","Peptococcus_niger","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oris","Prevotella_stercorea","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Slackia_isoflavoniconvertens","Streptococcus_anginosus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinivibrio_dextrinosolvens","Sutterella_wadsworthensis","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_dispar"
"11","2137",0,0,0,0,0,0,0,0.00380703111058236,0,0,0,0,0,0,0,0,0,0.29456903218131,0,0,0,0,0,0,0.0976146570697757,0,0,0,0,0,0,0,0,0,0,0.00761406222116471,0,0,0,0,0,0.0151091547201237,0,0,0.017369579442032,0,0,0,0,0,0,0,0,0.00243887930521682,0.0277199452739278,0,0,0,0.00666230444351912,0,0,0.221878531913628,0,0,0,0,0.0306941883290703,0.0120754268038784,0,0,0.0048182737493308,0,0,0,0,0.0183213372196776,0,0,0,0.0503241924930105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808399262387722,0,0,0,0,0,0,0,0,0.10814347748498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","2150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170984949514193,0,0,0,0,0,0,0.011954658030101,0,0,0,0,0,0,0,0,0,0,0.0244332253762621,0,0,0,0,0,0.0429605639169366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557248999809487,0.0220994475138122,0,0,0.308201562202324,0,0.0074299866641265,0.00881120213373976,0,0,0.0562964374166508,0,0,0.0074299866641265,0,0,0,0,0.0311487902457611,0,0,0,0.152600495332444,0.000904934273194894,0.00404839016955611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296389788531149,0,0.00261954658030101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","2151",0.00539979231568017,0,0,0.00100380754586362,0.0174800969193493,0.00709588092765663,0,0,0,0.00508826583592939,0,0,0,0.110453444098304,0.0390100380754586,0,0,0.00578054690204223,0,0,0.0165109034267913,0,0.08355832467982,0.0215299411561094,0,0.0142609899619245,0.0965732087227414,0.0026306680512288,0.024852890273451,0,0,0,0.0143648321218415,0,0,0.00269989615784008,0,0,0,0,0.0199723087573555,0,0,0,0,0,0,0.00803046036690896,0,0,0,0,0,0.00740740740740741,0,0,0,0.00318449290411907,0.00363447559709242,0,0.00200761509172724,0,0.00432675666320526,0.00508826583592939,0.00584977500865351,0,0,0.000519210799584631,0,0,0,0,0,0,0,0.0723779854620976,0,0,0.0100380754586362,0.188715818622361,0.0157147802007615,0,0.0173762547594323,0,0,0,0.00536517826237452,0,0,0,0,0,0,0,0,0.00252682589131187,0.00629975770162686,0.00335756317064728,0,0,0,0,0.0354794046382831,0.0197992384908273,0,0,0.00235375562478366,0,0.00636898580823814,0,0,0,0,0,0,0.0418483904465213,0,0,0,0,0,0.00695742471443406,0.00512287988923503,0,0,0,0,0,0.0319833852544133,0,0,0
"14","2159",0.0123268988669744,0,0,0,0.00629458665547629,0,0,0,0,0.0271191775073437,0,0,0,0.0405476290390264,0.00912715065044062,0,0,0,0,0,0,0,0.0221884179605539,0.00687159043222828,0.00519303399076794,0.0274339068401175,0.0253357112882921,0,0.00141628199748217,0,0,0,0.00361938732689887,0,0,0,0,0,0,0,0.00298992866135124,0,0,0,0,0,0,0.00403902643726395,0,0,0,0,0,0.00519303399076794,0,0,0,0.0057175828787243,0.00304238355014687,0,0.000524548887956358,0,0.00907469576164499,0.00409148132605959,0.0233424255140579,0,0,0,0,0,0.0257028955098615,0,0.00713386487620646,0,0,0.0870226605119597,0,0,0.0260176248426353,0.383864876206462,0,0,0.0232375157364666,0,0,0,0,0,0,0,0,0,0,0,0,0.00036718422156945,0,0.00697650020981956,0,0,0,0,0.0148447335291649,0.0162085606378514,0.00162610155266471,0,0,0,0,0,0,0.0451112043642467,0,0,0.0315253881661771,0.0367708770457407,0,0,0,0,0,0.027224087284935,0.0173625681913554,0,0,0,0,0,0.0035144775493076,0,0,0
"15","2161",0,0,0.00714235202602362,0.00311151969450534,0.0176083728166325,0,0,0,0,0.033590269429319,0,0,0,0.0089102609433562,0.0205077434410579,0,0,0,0,0,0,0,0,0.00756665016618344,0,0.0391061452513966,0.0622303938901068,0,0.00516229403861113,0,0,0,0.00516229403861113,0,0,0,0,0,0,0,0.0067887702425571,0,0,0,0,0,0,0,0,0,0,0.00268722155434552,0,0.00940527544020932,0,0,0,0.00975885722367584,0,0,0.00940527544020932,0,0.00381868326143837,0.0124460787780214,0.0408033378120359,0,0,0,0,0,0.0387525634679301,0,0.0135775404851142,0,0,0.059260306908988,0,0,0.0137189731985008,0.366876458524857,0,0.00975885722367584,0.0623011102468001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229120995686302,0.0180326709567923,0.00311151969450534,0,0,0,0,0,0,0,0,0,0,0.0134361077717276,0,0,0,0,0,0.0450463192136341,0.0238314122056432,0,0,0,0,0,0.00417226504490489,0,0,0
"16","2162",0,0,0,0,0.0163325073214688,0,0,0,0,0.0316512728091913,0,0,0,0,0.00337913944582113,0,0,0,0,0,0,0,0,0.00732146879927912,0,0.0323271006983555,0.0434782608695652,0,0.00101374183374634,0,0,0,0,0,0,0.0215138544717279,0,0,0,0,0,0,0,0,0,0,0,0.00551926109484118,0,0,0,0,0,0,0,0,0,0,0,0,0.00157693174138319,0,0.00304122550123902,0,0.0289479612525344,0,0,0,0,0,0.0332282045505745,0,0.0181347150259067,0,0,0.035818878125704,0,0,0.0412255012390178,0.416309979725163,0,0,0.0386348276638883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268078396035143,0,0,0,0,0.0093489524667718,0.010925884208155,0.00112637981527371,0,0,0,0,0,0,0.0310880829015544,0,0,0.017909439062852,0.0465194863708042,0,0,0,0,0,0.048884883982879,0.025794097769768,0,0,0,0,0,0.00214012164902005,0,0,0
"17","2164",0,0.0339610112412845,0,0,0.019114926718209,0,0,0,0,0.0128539581653465,0,0.00739932647156477,0,0,0,0,0,0,0,0,0,0,0,0.0252336005312337,0,0,0.22259640468624,0.00839538965042926,0.00578665275340322,0,0,0,0.00294075795664754,0.015794716121994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032253474363231,0,0,0,0,0,0.0148460845230755,0,0.122847792059954,0,0.0044111369349713,0.00777877911113219,0,0,0,0.00379452639567424,0,0.00654555803253806,0.0132808423848598,0,0,0,0.0495660010434948,0.0122373476260494,0.0255181900109093,0,0.158136887539724,0,0,0.0769340226722952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232414741735047,0.044111369349713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190200635583171,0.0114310107669686,0.00365223165583646,0,0,0.0162216003415074,0.00730446331167291,0,0.0303562111653939,0.0123796423658872,0,0,0,0,0,0,0,0,0
"18","2165",0,0.0923462986198243,0,0,0.0372229192806357,0,0,0,0,0,0.0129652864910079,0.0108741112505228,0,0,0,0,0,0,0,0,0,0,0,0.0207444583856127,0,0,0.28598912588875,0.0127143454621497,0.0188205771643664,0,0,0,0.00510246758678377,0.0331242158092848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011543287327478,0,0.0324550397323296,0,0,0.00836470096194061,0,0,0,0.00292764533667921,0,0,0.022250104558762,0,0.0014219991635299,0,0.0453366792137181,0.0110414052697616,0.0154746967795901,0,0.129067335842744,0,0,0.0642409033877039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554579673776662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393140945211209,0,0,0.0286909242994563,0,0,0.037892095357591,0,0,0,0,0,0,0,0,0,0
"19","2166",0,0.0800043658589828,0,0,0.030943025540275,0.00600305610128793,0,0,0,0.0191552062868369,0.0127155642872735,0.0084042785418031,0.00491159135559921,0,0,0,0,0,0,0,0,0,0,0.0300698537437241,0,0,0.219657280069854,0.0169722767954595,0.0176817288801572,0,0,0,0.00474787164374591,0.029687841082733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311067452521284,0,0,0,0.0045841519318926,0,0.0061122025758568,0,0.0577930582842174,0,0,0.010150622134905,0,0,0,0.00261951538965291,0,0.00703994760969221,0.0145710543549443,0.0053481772538747,0,0,0.0430037109801353,0.0222658808120498,0.011896965728007,0,0.147784326566252,0,0,0.0505348177253875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015280506439642,0.0424034053700066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982318271119843,0,0.00463872516917704,0,0,0.0261405806592447,0,0,0.0476970093865968,0,0,0,0,0,0,0,0,0,0
"20","2167",0,0.0354916067146283,0,0,0.0294964028776978,0,0,0,0,0.0175659472422062,0,0.0118705035971223,0,0,0,0,0,0,0,0,0,0.0039568345323741,0,0.0456834532374101,0,0,0.197362110311751,0.00929256594724221,0.0143884892086331,0,0,0,0.00485611510791367,0.0177458033573141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413669064748201,0,0.0365707434052758,0,0,0.00887290167865707,0,0,0,0,0,0.00497601918465228,0.0211630695443645,0,0,0,0.0498800959232614,0.0571342925659472,0.00281774580335731,0,0.234652278177458,0,0,0.0398081534772182,0,0,0,0,0,0,0,0,0,0,0,0,0.0012589928057554,0,0.0117505995203837,0,0.0495203836930456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353717026378897,0,0,0.0323741007194245,0,0,0.045083932853717,0.00875299760191846,0,0,0,0,0,0,0,0,0
"21","2168",0,0.0355568334291739,0,0,0.03383170404447,0,0,0,0,0.0179221774966456,0,0.0116925436074372,0,0,0,0,0,0,0,0,0,0,0,0.0438949587885758,0,0,0.280333525014376,0,0.0178263369752731,0,0,0,0,0.0159095265478244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345025876940771,0,0.023289246693502,0,0,0,0,0,0,0.00239601303431091,0,0,0.027027027027027,0,0,0,0.0514663599769983,0.06766340808894,0,0,0.189093348667817,0,0,0.060858731071497,0,0,0,0,0,0,0,0,0,0,0,0,0.00134176729921411,0,0,0,0.0541498945754265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266436649415373,0,0,0.0356526739505463,0,0,0,0,0,0,0,0,0,0
"22","2169",0,0,0,0,0,0,0,0,0,0.0127052384675528,0,0,0,0,0,0,0,0.00439796716184519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202306489444879,0,0,0,0,0,0.0532642689601251,0.00136825645035184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664581704456607,0,0,0,0.0629886630179828,0.00732994526974199,0.04573885848319,0,0,0.00571735731039875,0.00796520719311962,0,0.0104085222830336,0.0193510555121188,0.0142200938232995,0,0,0.0820953870211102,0.0320562939796716,0.010994917904613,0,0.1647771696638,0,0,0.0410476935105551,0,0,0.00117279124315872,0,0,0,0,0,0,0,0,0,0,0,0.0116301798279906,0,0,0,0,0.00141712275215012,0,0,0,0,0.00625488663017983,0.24091086786552,0.00161258795934324,0.00987099296325254,0,0,0,0.0162236121970289,0.0680218921032056,0,0,0.00698788115715403,0,0,0.0131939014855356,0.0152951524628616,0,0,0.00410476935105551,0,0,0,0,0,0
"23","2170",0,0,0,0,0,0,0,0.0206038426349497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186642268984446,0,0,0,0,0,0,0,0,0.0078316559926807,0,0,0,0,0,0.01032021957914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552607502287283,0,0.0283989021043001,0,0.00940530649588289,0,0,0,0,0,0.00318389752973468,0.0196523330283623,0.0046843549862763,0,0,0.104885635864593,0.0188106129917658,0.00731930466605672,0,0.0978225068618481,0.00354986276303751,0,0.021811527904849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750228728270814,0,0,0,0,0,0,0,0,0,0.00344007319304666,0.570576395242452,0,0.0188106129917658,0,0,0,0.0170905763952425,0.0129917657822507,0,0,0,0,0,0,0.00391582799634035,0,0,0,0,0,0,0,0,0
