"sample_id","12-keto Lithocholic Acid","12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid","3-dehydrochenodeoxycholate","3-dehydrocholate","3-oxo-<U+0394>4-CDCA","3-oxo-<U+0394>4-LCA","3-oxo-<U+0394>4,6-LCA","3-oxoalloLCA","3-oxoLCA","3<U+03B2>-Cholic Acid","7-dhca","7-oxoCDCA","alloCDCA","alloisolithocholic_acid","alloLCA","alpha-muricholate","beta-muricholic acid","CA","CA-3S","CDCA","CDCA-3S","chenodeoxycholate/deoxycholate","DCA-3S","Deoxycholic acid glycine conjugate","GCA","GCDCA","HCA","HDCA","hyodeoxycholate/ursodeoxycholate","isoCDCA","isoDCA","isoLCA","LCA","LCA-3S","Lithocholic acid taurine conjugate","MDCA","T-<U+03B2>MCA","taurochenodeoxycholate","taurocholate","taurodeoxycholate","taurohyodeoxycholate/ tauroursodeoxycholate","taurolithocholate 3-sulfate","TCA-3S","UCA","UDCA-3S","W-muricholic acid","<U+0394>5-3b-ol"
"CE099",1259.037968,233.0703585,6.605866591,0.17429628,NA,5.094354539,2.05146805,32.50551792,764.3863156,NA,NA,NA,NA,308.0971181,122.7938463,NA,NA,4.910478191,NA,18.10445479,0.311327048,7151.670412,1.904177921,9.539622416,1.590037515,6.31524509,NA,28.96095563,2.593564367,20.2490659,184.7495451,925.7634786,7069.015534,3.542212327,NA,4.298786115,NA,0.682588468,0.410632014,0.573665475,NA,NA,NA,2.247892298,NA,NA,5.856044667
"CE100-2",2034.907216,350.9001162,5.619857968,1.043709886,NA,2.704836261,2.354234018,NA,407.9261297,2.437657659,5.696496731,38.83070499,5.876812873,20.12289808,38.34989621,NA,NA,17.34456235,NA,43.93570986,0.391915513,10801.39016,1.943823849,26.60720494,14.02783276,22.6171458,2.856179609,7.238801317,44.93438856,44.56893314,381.6790508,629.0433296,4048.319983,7.807240657,5.653312315,1.714098698,NA,2.658183798,1.078846753,7.546022328,0.318509195,0.214119313,NA,12.84166728,0.171564681,NA,2.147078346
"CE101-2",22.97399751,180.1465894,13.28157199,2.98199454,NA,1.162101826,1.660723109,NA,273.9690496,118.7213033,15.04133136,21.51414492,4.397110307,2.634002066,2.969864238,NA,NA,43.4066443,217.2201139,109.5041682,2441.253383,1584.37651,5844.353691,65.42350244,49.05066335,250.8188283,3.098173073,1.046606784,53.08797038,7.365206956,47.50938482,43.77326649,637.3261346,6712.55472,NA,NA,NA,5.850526702,2.181787584,1.382497914,1.108020173,4.094476229,NA,178.2065958,3262.385036,NA,28.32336628
"CE102-2",723.4464483,244.0622625,16.30031364,4.932526124,NA,2.904844989,4.029743613,NA,268.7056455,12.01306484,33.27068857,86.74924993,NA,127.3028534,55.82480134,NA,NA,85.74419871,1.30672082,131.9554532,5.342296562,6647.065442,15.13675904,13.2932695,9.356694138,22.86747058,0.758784175,15.36540961,95.59722476,35.55278571,239.3994223,748.1220932,4367.686526,34.62679918,NA,3.287990218,NA,1.578796296,0.309795268,0.440863839,0.224987497,0.368409948,NA,97.11197097,5.371756389,NA,13.71277807
"CE104",578.6105195,218.130231,9.542724936,0.512261326,NA,2.481174435,1.799271594,24.39829617,549.0315546,NA,6.327944456,12.87593484,8.385743274,227.858839,87.04819515,NA,NA,10.92643401,NA,42.64618082,0.686833721,5945.127751,3.080808635,49.74460429,4.947996519,23.64631168,0.408217135,16.14195577,3.740966808,16.70174188,145.5803685,870.2202012,5227.999177,28.42576937,NA,3.723041653,NA,0.346458787,NA,0.450249307,NA,0.257620823,NA,3.340106177,NA,0.586312114,3.010708792
"CE106",2082.744749,520.3459948,5.762937395,1.361850275,NA,4.264248866,2.449131375,32.04157261,1102.551165,NA,14.98087761,75.11039134,NA,248.8715997,124.1064588,NA,NA,24.20308558,0.229616881,71.60925112,2.603950108,12305.02036,9.501781128,65.52070454,16.08499547,51.56400591,NA,38.55499157,38.71376575,63.39150178,589.1534074,2521.174298,9696.4025,24.12132277,NA,31.63671542,NA,1.453567558,0.467341865,0.963034044,0.14314959,1.218677603,NA,8.539211728,0.499432356,9.241348122,12.96097563
"CE107",558.2289514,214.5790229,7.984532612,0.20530226,NA,2.142178118,2.660332326,4.87832761,207.6056123,0.936165339,3.740028881,9.347653679,NA,58.99220702,46.65115032,NA,NA,11.7121293,1.090668683,37.5909865,24.49461714,8372.716987,91.95691223,11.99507238,6.746899732,18.33083439,0.309771345,15.09703501,18.30718184,36.78869981,313.2978628,507.18677,3813.152265,139.2017664,NA,NA,NA,1.016438217,0.394725883,0.374566595,0.159771461,0.128743225,NA,25.54490749,14.15580911,NA,2.92306116
"CE108",623.4297018,134.1425508,4.204332258,NA,NA,3.131452543,1.574391017,NA,147.4017722,0.577318372,1.873593494,3.824535583,NA,16.7961911,25.15772382,NA,NA,3.207214299,22.04755894,4.940197605,NA,3775.325196,0.631093434,3.345682322,0.507348297,1.091277526,NA,4.896944719,4.478284648,10.3385617,96.17546665,399.1502639,3032.93129,0.498458243,NA,NA,NA,0.032213796,0.219715893,0.382886886,NA,NA,NA,NA,2.610013068,NA,1.228161655
"CE109",720.2579832,164.0354124,4.624945653,NA,NA,3.245186917,3.219150175,15.06003887,484.4334093,7.209645131,3.750535347,NA,NA,125.9983712,68.85419576,NA,NA,9.629814227,0.20602486,26.35205553,0.183564701,5907.722307,0.953726411,5.616792878,2.978229964,10.6744613,NA,21.41434801,1.930500436,22.30110298,184.5690422,749.4499611,5236.868735,1.12513842,NA,11.60025874,NA,3.014425284,1.251588343,0.916641887,0.145792077,0.116740762,NA,4.084978282,NA,NA,3.082302484
"CE110",180.9559375,62.10540031,2.218761555,NA,NA,1.000444281,2.388403446,NA,58.15511393,9.284256454,2.762618705,7.292630376,NA,2.826269161,11.10924602,NA,NA,10.49749688,59.91051201,24.41179217,625.8472718,1466.205378,3192.379414,5.169723815,2.611599578,8.579218313,1.411678983,3.845518061,25.05849466,5.542998828,46.35260204,125.2533339,1132.811063,2188.247691,NA,NA,NA,0.68011388,0.210693409,0.277124414,0.085314216,0.222735451,NA,11.78135095,400.0717197,0.837961286,0.630161672
"CE111",152.6729283,234.9745316,2.222046737,0.77296709,NA,1.098765771,1.78756287,NA,274.9221359,2.174508934,2.857145731,10.55613997,NA,60.62974733,16.33240384,NA,NA,12.86702161,NA,25.87144348,0.296280746,2925.909909,1.205638968,17.82407279,8.185391358,15.47415875,0.595528485,6.197413869,5.20860456,44.28534035,431.2063873,555.9718825,1156.460803,1.441990174,NA,NA,NA,1.657676797,0.531279185,0.904929396,NA,0.184549526,NA,1.581087383,15.9948694,NA,3.195988042
"CE114",343.6270525,62.94289086,28.53682805,10.11598556,NA,0.005542094,3.179497312,NA,20.86343957,235.1418886,193.5726525,1034.132361,33.73666725,9.309748284,29.94503109,NA,NA,1898.947235,44.0058534,3922.552567,797.4753496,16135.25357,1919.209707,4.686856073,3.854965275,13.67177832,26.76854616,22.78525688,6223.063197,409.3947202,593.8028043,336.9184817,3357.535805,2025.878527,NA,4.155639356,NA,2.106723641,0.398745636,0.421651262,0.534374384,0.768626408,NA,3053.182404,820.3409149,NA,5.046211493
"CE116",35.35999255,9.102378429,NA,0.267190178,NA,0.142635325,0.10788547,NA,NA,21.9206336,8.658637904,3.788538845,NA,1.100118363,0.294643945,NA,NA,3.486201542,2.975672868,6.271841664,66.38488049,43.73866278,302.3324664,4.04822025,5.817281603,4.702148889,1.175555814,NA,NA,NA,3.202461398,1.60032029,13.06812054,198.5332256,NA,NA,0.164209001,0.194377969,0.301193038,NA,NA,NA,NA,26.3025426,38.73221088,NA,NA
"CE117",228.2890118,104.5671071,3.054177935,NA,NA,1.987948452,1.864102366,18.78435074,226.9012853,2.741852682,2.970420157,NA,NA,152.6148659,49.72878049,NA,NA,3.636753676,0.165617072,6.118890635,1.396024416,2285.122526,3.988411312,40.11187242,6.362332393,15.90769917,0.03878463,28.0043354,2.665197346,13.28179389,110.9645699,301.7378771,1792.425771,15.08203787,NA,5.181568464,NA,3.498783495,1.137236289,3.56832083,0.582100618,1.268155688,NA,3.668766997,0.18854249,NA,8.547852009
"CE118",498.2750961,87.35268305,6.538563419,0.305666448,NA,0.945927816,1.448284949,6.281755808,90.09954719,NA,1.929655169,32.2821897,NA,153.1112584,56.07190137,NA,NA,10.24945028,NA,180.0617096,2.89147885,4938.9501,1.87064123,12.18825568,5.370278268,51.34283491,0.981279321,17.85216601,64.19974733,40.65652935,273.2738338,447.2366217,2823.620056,34.86174545,NA,NA,NA,9.384680229,0.592964945,0.56363873,1.76083398,1.820276458,NA,2.826686562,0.978398533,NA,8.96641485
"CE121",550.0111324,161.4313414,4.13815793,NA,NA,1.445618752,1.417461565,6.423460583,233.4614881,0.876666403,2.836824917,14.79302204,NA,76.30892283,32.9024606,NA,NA,11.64877768,38.85627181,29.80899924,111.5579641,6114.288788,4740.799147,73.19604452,26.98324408,47.26385811,NA,7.55004581,8.060801965,65.32840851,529.4430539,703.898089,2161.937335,426.0959893,NA,NA,NA,1.317012071,0.608793122,1.125670565,0.13553128,0.237738463,NA,3.176711465,386.798002,NA,2.381464399
"CE127",3449.903906,581.1595362,14.21052865,NA,NA,4.85065493,2.021913031,46.86774967,965.8356173,NA,4.241674558,3.506280714,NA,206.863001,67.82015053,NA,NA,NA,NA,4.956439017,0.071364276,9089.237192,0.513358142,9.190883042,0.82671294,1.113781995,NA,7.053812916,0.702171901,44.10674061,399.6409791,925.0795622,3882.767833,1.482080565,NA,NA,NA,0.251631981,0.228357224,0.834833131,NA,NA,NA,NA,NA,NA,4.572468933
"CE128",508.4716697,250.4106801,9.779450732,0.78126948,NA,3.641461776,0.84023357,28.05009827,422.6492193,NA,NA,7.654672066,NA,138.3412388,38.8679452,NA,NA,10.03352681,NA,42.69753862,NA,1963.327384,0.378104804,12.41841617,5.195691555,15.86809511,NA,3.828830158,5.309077154,14.33720873,85.58000717,294.1170631,1898.367778,0.76941991,NA,NA,NA,1.059642704,0.349180233,0.317639055,NA,NA,NA,1.482100922,NA,NA,2.933415264
"CE129",276.1914993,45.61123864,1.90507403,0.21684698,NA,0.461001681,0.764772377,NA,122.755351,NA,2.10093689,NA,NA,7.288865183,2.140887766,NA,NA,0.432593472,NA,0.998304418,NA,251.2069406,NA,1.163550835,0.42610711,0.985786826,NA,1.541817743,NA,2.444964368,18.71689136,53.94707138,292.0802085,0.498563595,NA,NA,NA,0.316930365,NA,NA,NA,NA,NA,NA,NA,NA,0.857788705
"CE130",1981.777591,372.8022648,11.69493911,0.51996955,NA,1.275300115,0.776046984,NA,174.6034548,10.62613473,7.132038068,94.22391852,5.101341391,27.44103095,51.72018657,NA,NA,15.58415729,19.10025763,117.0957464,288.5910017,16727.69903,2396.152354,10.22090271,2.260617393,5.842364798,1.487579909,9.235751828,201.1660752,102.0478321,880.1343869,784.0699971,10374.15981,4933.983235,NA,NA,NA,0.223471101,NA,0.295845461,NA,NA,NA,42.59975514,110.9595793,NA,3.961534586
"CE131",116.9262594,116.4529265,4.870325703,NA,NA,1.194079672,0.695470098,NA,150.2290749,NA,2.244912419,4.07050513,NA,24.98883426,13.39251323,NA,NA,6.524012863,NA,21.30538923,0.282533955,2057.746761,0.894015585,31.01333908,16.56920969,54.74053214,NA,6.942301386,3.782299933,5.897508762,52.43260684,116.290138,984.8528722,5.392541816,NA,2.379998596,NA,5.163032754,0.773806497,0.929320455,0.129377515,0.247488871,NA,NA,0.073980335,0.336343302,2.094999536
"CE132",443.6474441,186.2289853,6.06622196,0.565149895,NA,2.376897605,5.348119764,NA,200.1793768,6.608230545,NA,NA,7.986815563,59.9237272,53.43824823,7.827427807,NA,26.65224723,22.9914109,65.42526077,244.7092564,9293.270516,2536.815692,40.63292383,7.543468969,27.57807883,NA,6.892686316,33.1075669,60.9284843,571.3412578,1620.083996,6322.658441,337.6838224,NA,NA,NA,0.669631068,NA,0.950280425,0.195012935,0.912618109,NA,21.03454269,84.94360527,NA,6.00318592
"CE133",760.7778093,200.5276146,7.58876917,0.443860593,NA,1.340862668,0.562353154,15.72465471,250.437894,NA,NA,NA,NA,152.3065628,41.8840047,NA,NA,9.302807369,NA,5.990476796,NA,3207.613887,2.227753781,12.74968203,2.289110652,5.111003235,NA,NA,3.690255525,22.89692929,194.9633821,469.7610681,2471.798693,7.155081855,NA,NA,NA,0.356936142,0.246931041,0.25341499,NA,NA,NA,1.688681832,0.282900179,NA,4.51432959
"CE134",772.5648931,190.9409211,5.417760358,0.258385824,NA,2.813690758,4.277481314,NA,174.0462297,156.2733088,6.86446777,11.85981377,34.83979689,53.90715321,48.03063898,NA,NA,5.989399835,NA,29.81965714,0.406640132,7242.028533,2.234357629,9.71918438,2.903324001,12.5352901,5.534191137,53.78101285,116.9515237,62.19708255,570.7509987,1326.130731,6908.712891,4.850397605,NA,17.42480284,NA,0.560377272,0.276016265,0.165610545,0.254485165,NA,NA,8.794289952,2.703105122,4.949263465,5.359397821
"CE136",1077.734146,321.7233331,9.976766144,0.517185156,NA,3.320676498,2.02627837,22.1788336,422.1055977,NA,9.862001776,23.00120689,NA,137.6697472,35.98134603,NA,NA,8.590634238,NA,22.69698425,0.159105768,2803.038858,1.592523018,17.73463136,6.572793625,10.9978626,NA,20.4163961,12.78236981,14.4191327,100.5958545,316.2392912,1910.548964,2.229252137,NA,NA,NA,1.769040332,0.452577591,0.587925842,NA,NA,NA,4.294902024,0.223301636,NA,1.513671462
"CE137",953.4202824,200.409686,14.84397385,4.571155761,NA,2.961075055,4.903195302,NA,118.4776767,21.57994128,139.5821607,214.4575625,4.300493546,35.71900807,33.00615602,NA,NA,179.1697036,0.464554025,271.142132,2.994013312,8279.069971,2.440986678,16.09614697,4.3269294,12.24419746,3.467776569,14.6759883,319.2569495,65.61620277,364.9855766,427.4297707,3520.502687,1.491997937,NA,NA,NA,0.170169338,0.454150143,0.161436805,NA,NA,NA,29.42180544,1.726800236,NA,1.69200725
"CE138",1259.728796,90.99405003,4.169223798,0.398278937,NA,2.887035302,2.235986698,26.07926794,224.9897287,4.166237198,7.605675927,4.93020183,NA,243.8284895,160.623748,NA,NA,146.3237863,0.564630556,192.4242762,5.270752007,3074.181422,13.92032833,40.40602783,78.10565454,117.1210614,1.665173281,35.50159273,29.11277817,20.26626688,117.0316688,561.8902693,5993.945587,21.51296695,NA,NA,NA,6.887147366,4.721506026,2.088802599,0.626187641,NA,NA,11.14435281,3.599586274,NA,6.409201152
"CE139",2026.915378,447.4467897,18.19496015,0.24105987,NA,4.211002978,7.235031494,14.9678475,507.4089127,2.513978591,NA,NA,NA,125.3899165,63.33717071,NA,NA,23.0001254,0.25887944,15.385288,6.740089171,5948.049172,99.8049901,15.81012452,9.826132692,6.777000443,NA,4.063598715,10.76198954,37.70489011,298.785987,723.4110351,3297.208348,87.22817627,NA,NA,NA,0.293838193,0.340630103,0.826402959,NA,NA,NA,1.781328228,9.255236299,NA,5.747760201
"CE140",1061.855587,310.3302654,12.5931545,0.833041926,NA,2.00309098,0.969572191,26.33873447,710.1637608,NA,13.18737937,17.86549442,NA,96.89122891,60.57332284,NA,NA,20.91726514,0.26492261,17.91047884,0.30665127,4307.428706,2.094924287,34.50895163,46.55901708,36.89116154,NA,4.528757319,19.26679995,22.79057097,182.6957,678.6007535,4314.144064,3.320760503,NA,NA,NA,0.527496357,0.892285031,0.409311673,NA,NA,NA,16.60737761,1.48176638,NA,3.13312395
"CE143",651.1492784,136.6485967,6.37064219,0.715845618,NA,4.581462506,1.19406571,41.80548409,410.5261227,NA,4.608728331,17.25254338,NA,241.0128984,83.41335436,NA,NA,19.88596458,NA,42.38933928,0.368173779,1820.842829,0.851440951,6.381031024,7.691126775,11.30799369,NA,9.866443059,13.43928212,11.41068687,91.97866338,612.2366135,3021.055049,2.069535739,NA,NA,NA,1.052645501,0.833288025,0.273669792,NA,NA,NA,3.829846377,0.546846691,NA,2.749917429
"CE145",1247.902975,302.7958833,10.30535899,0.657057413,NA,3.19335835,3.079615962,NA,330.9254939,9.09299346,8.876343938,NA,5.521774195,52.68793159,40.76075457,NA,NA,77.17693063,NA,39.14764029,NA,11022.40938,1.438542346,15.15514202,2.77786048,6.503572354,1.985828325,25.29249065,45.44440995,63.42513611,563.6106769,1176.792214,7705.184031,1.28148592,NA,NA,NA,0.588871915,NA,0.880160239,0.104343165,NA,NA,6.594784399,1.50710822,NA,2.400872063
"CE148",476.8129958,113.1064809,NA,0.679793597,NA,1.785207236,1.88935613,11.39211682,273.3526672,NA,6.205145078,12.16852369,NA,215.2752436,66.17090487,NA,NA,20.27476726,0.313908749,51.80255639,1.199559975,3074.732339,5.260631992,12.45193731,3.069760083,10.28226841,NA,8.289382106,16.73374788,17.43390422,126.2550172,794.974846,4679.867785,24.86589369,NA,NA,NA,0.482452561,0.430856531,0.326103424,NA,NA,NA,2.9677068,0.176055776,NA,7.139908002
"CE149",1229.836853,250.7148638,9.088973847,0.313582937,NA,0.971762693,1.346639807,NA,94.89833463,20.97288675,3.259554622,NA,1.946667264,15.90315911,37.82205343,NA,NA,24.73819157,128.9077079,63.16274264,546.3210555,12402.6482,7680.459713,22.03850339,16.68282515,30.7788511,4.785912476,9.389768686,81.69549395,79.49094282,588.1593188,887.5635753,6320.168891,1418.881702,NA,NA,NA,1.142341986,0.251982828,0.55143383,NA,NA,NA,48.13229786,539.8827161,NA,1.809309951
"CE150",3080.818643,583.9928239,13.51387448,0.923504946,NA,4.67578287,6.615063388,13.08449607,469.3030628,6.16300839,NA,NA,22.01220819,60.95382827,33.46026368,NA,NA,46.81492627,0.207045446,26.52266557,NA,12627.91589,1.924635205,24.60922643,3.934857712,7.239409194,NA,17.79956581,NA,73.21205541,623.1401178,787.190854,4696.209057,1.203267362,NA,NA,NA,0.966194359,0.489821059,2.236114665,NA,NA,NA,0.75655685,1.650512647,NA,2.601743201
"CE151",71.39145494,22.85512008,1.021584176,NA,NA,0.414547681,0.782296456,NA,28.77504621,NA,2.095228355,NA,NA,83.79623815,39.06014708,NA,NA,8.82186782,0.250209272,43.32171329,0.147402908,749.628114,0.705507236,2.113943307,1.131948075,6.294017519,0.187645842,1.903509521,13.29380886,5.286300334,27.32460724,411.5512302,2543.60313,7.673613804,NA,5.133302038,NA,1.231936066,0.465812593,0.397760034,0.337553639,0.41995667,NA,1.725875014,NA,NA,6.825144225
"CE153",691.1886366,200.9101151,6.982247058,0.937515725,NA,1.919208054,1.357383756,NA,154.16667,NA,5.130611198,13.38123613,NA,49.6019284,22.54538731,NA,NA,22.86735635,0.60672933,24.82483644,3.237898365,4333.490642,36.95162321,23.18272022,10.69086435,14.95696979,NA,7.162741072,5.812005983,18.75223146,155.4985985,418.6937795,2901.829091,19.45084486,NA,NA,NA,0.533518866,0.43929403,0.264939746,NA,NA,NA,2.522328211,2.968323674,NA,5.950423777
"CE154",308.5955996,43.96315586,2.651691015,0.479470552,NA,2.088267551,0.70574064,48.80113584,309.015193,NA,3.847582424,12.68201874,NA,480.9379324,114.0042684,NA,NA,9.182156991,0.512900982,28.42453811,2.040433921,1219.066444,24.68545888,67.86482514,11.51022707,44.80855464,NA,2.343150142,NA,6.663130342,49.38484839,489.3693396,3804.294258,70.70956503,NA,NA,NA,2.112586191,0.555837198,1.566453855,NA,0.561928706,NA,7.385168355,1.495756455,NA,13.22045628
"CE155",1918.431611,629.773397,NA,0.363521091,NA,2.129609333,1.832084984,51.70507335,826.7773202,2.439261882,3.960156105,51.95569122,NA,356.1178525,181.0563663,NA,6.337970163,9.456032682,NA,45.4850773,0.657934804,10550.10932,9.411418039,11.00793506,1.496380227,3.722248551,NA,8.025493187,19.37895094,65.04213902,547.437418,1433.869788,9047.758361,39.27566381,NA,NA,NA,0.353229987,NA,0.228387916,NA,NA,NA,3.861851896,0.8272675,NA,4.505711409
"CE157",1414.01187,178.5897486,5.371862221,0.384039911,NA,1.403827137,1.695913266,NA,127.616213,58.35228816,NA,NA,6.258666876,7.958468916,31.64838297,NA,NA,20.27350299,30.72779785,17.73550073,22.90353796,4603.316249,1.331238821,3.919175904,1.506883372,3.874244345,NA,14.72388544,88.52200973,22.02575653,146.7695007,460.622208,5634.987002,2.211252496,NA,NA,NA,0.670530364,0.374174002,0.322390978,NA,NA,NA,51.83132839,4.943970519,2.776344925,6.579929197
"CE159",576.3685941,80.08466548,2.951753276,0.342412175,NA,0.79389915,2.452544438,NA,79.64686972,66.21579231,NA,2.97482086,NA,46.32012436,27.79271387,NA,NA,13.60499698,12.15643821,14.08006665,131.9558941,6337.393094,270.0300987,2.753699005,3.63089294,5.380646147,NA,20.77094958,7.180437975,47.65276765,365.3159213,502.8404616,3912.172091,281.3190941,NA,4.443141876,NA,0.402166739,0.373079746,0.065616468,NA,NA,NA,2.132505906,52.33069417,NA,5.024952826
"CE161",3997.674236,677.331641,30.94905974,6.738150464,NA,6.291391618,2.414957574,122.7417914,933.9879755,5.385857359,7.920884466,36.99057605,NA,559.1065614,192.6442644,NA,NA,85.7202826,0.245485001,69.24807991,0.563321711,9084.377243,0.922120159,13.88407423,2.54161111,4.351761374,NA,15.5168707,18.19918913,72.37462108,590.5760507,1337.473054,8172.321515,3.438069664,NA,NA,NA,0.145394713,NA,0.142639416,NA,NA,NA,14.94673402,4.574693412,NA,7.845795334
"CE162",3416.062493,766.9691212,1068.460278,4.899136997,NA,3.211604451,3.21985469,14.61245458,1044.901798,23.81876809,31.31188838,21.21822492,5.015948076,46.97448074,30.61771281,NA,NA,134.2150332,NA,36.82777264,0.215007003,8293.589019,1.156947436,11.14992015,1.404958404,3.580179501,NA,8.631721132,5.258761623,45.70262703,360.3807868,897.1304393,5169.144296,2.946449439,NA,5.964755341,NA,0.285653583,NA,0.310702077,NA,NA,NA,0.563745034,NA,NA,3.140925854
"CE164",835.8115167,254.4278522,369.5774026,0.527741633,NA,1.431649644,1.155016929,20.39144296,239.2111403,NA,NA,27.71875937,3.960255989,110.3278286,42.17055183,NA,NA,11.17453042,NA,32.33412633,0.114998788,4293.924172,1.033722311,39.62046136,18.22473537,26.08522908,NA,28.66809677,11.89699685,22.4402429,198.3155704,410.9455057,2480.666486,1.158431339,NA,NA,NA,2.28187885,1.834563061,1.884732932,NA,NA,NA,0.804949811,NA,NA,2.957856437
"CE165",3204.133747,476.5048149,26.50538149,6.000798395,NA,4.554040816,6.257163927,18.92741579,649.5186862,NA,51.44519955,118.1482182,17.11360784,92.77004319,43.39731,NA,NA,104.2126238,NA,150.4805428,NA,7160.118091,0.944700237,11.88472292,16.89264073,13.49148633,2.835493912,30.92949365,177.1828399,82.86847828,643.7671217,1456.976229,6374.037908,1.027416321,NA,6.150821051,NA,0.68215028,1.018114475,0.774086091,NA,NA,NA,24.42447569,0.78262215,3.53750271,1.966761966
"CE166",1454.91882,363.6596981,31.30569183,9.476561279,NA,5.304562797,4.412062616,10.91604809,532.8423005,106.4108376,70.04346146,228.319592,32.38021272,51.90998223,32.40727954,NA,NA,285.17813,1.387123187,326.4393182,13.72515584,5435.450542,61.49459051,151.9649068,105.4756209,179.6596563,6.557244993,8.236121641,266.1582579,39.19498349,205.4994715,512.5212269,3798.929474,170.4036264,NA,9.323531072,NA,4.677031186,2.236209727,2.085905804,1.247997577,1.990669481,NA,84.15615511,22.62930881,4.722474137,17.78345068
"CE167",1439.297787,374.0173212,14.26796766,0.331834329,NA,3.084316969,2.169991224,37.43591356,385.7329463,NA,NA,4.427623469,NA,355.2032571,104.7009646,NA,NA,6.503155665,NA,10.62397711,0.052728427,7841.009837,0.288071257,7.310194854,3.823103289,4.424176987,NA,19.69024755,NA,40.44253456,364.6802714,959.2303122,5749.054541,1.308419334,NA,4.090026864,NA,0.289967944,NA,0.190082335,NA,NA,NA,1.33245617,NA,NA,3.154848605
"CE169",51.61863761,12.58294851,3.12146564,0.602610925,NA,0.075546652,0.649806087,NA,23.51848124,42.17986408,4.192729549,19.28490418,NA,0.817859536,1.839364111,NA,NA,28.42408058,5.364522912,137.6289277,0.677813365,681.820839,0.176881534,1.680347253,8.180291317,21.07297046,4.960943733,2.538033515,139.4496279,11.33218297,25.68934665,58.36830359,847.5991882,1.036150958,NA,NA,NA,30.91674128,8.601474632,0.625228595,1.901943409,1.774093614,1.044289646,22.64943283,1.477297718,NA,9.381690422
"CE170",1011.354679,190.8528979,7.544535098,0.542547372,NA,3.181466882,1.800314316,NA,241.2528961,1.781207484,NA,NA,NA,72.72831261,30.20137637,NA,NA,34.94490275,30.56209484,29.76392371,39.43517592,5797.905518,6.180893296,8.849253173,8.683175812,14.59967859,NA,6.765769587,14.8442552,43.66627153,385.194653,1111.854489,4755.726499,4.4534649,NA,NA,NA,0.848168664,0.512367341,0.426097369,NA,NA,NA,5.269646475,9.889690933,NA,2.791194238
"CE171",937.0335874,248.8494705,7.594176268,0.235797633,NA,1.33892656,1.963485757,5.011667016,286.7052267,2.545392599,3.3269175,7.38812481,NA,148.1952792,47.05525278,NA,NA,20.1459966,NA,55.98336023,0.591842712,9786.140152,2.737722125,43.00014997,14.48941989,42.51646286,0.639550052,48.10051705,5.583658546,68.70175817,627.7618882,1247.485488,6525.421647,17.72224872,NA,NA,NA,1.673952438,0.498341249,0.762059623,NA,NA,NA,1.30101107,0.325949794,NA,9.043150407
"CE173",669.6064436,308.0277195,11.10172858,0.673322115,NA,1.488857923,0.47080625,14.90454115,232.3748313,NA,3.969781479,34.10216284,NA,200.6869824,80.48922472,NA,NA,11.55045981,NA,62.24538077,1.385354995,8317.461297,7.645546187,83.13244101,4.319713173,39.14812433,NA,5.930184704,37.40854568,35.18771698,306.7296088,647.9799462,6840.255561,30.38708918,NA,14.89442508,NA,1.896232747,0.592104898,2.092469823,NA,0.507261214,NA,12.42246831,0.120617444,NA,29.77412999
"CE175",1592.954851,385.2990527,15.08417444,1.174676436,NA,1.320085595,3.561021031,21.04907106,289.1242036,3.374527416,21.61227193,93.46944458,16.2425906,199.2830019,92.39714952,NA,NA,31.58511146,NA,72.61141862,3.015018595,10989.72561,7.197908773,34.3020202,8.209825762,8.797403061,2.523045773,17.15283146,89.19653071,46.97144424,371.6820349,538.2623917,4100.975675,13.60877124,NA,NA,NA,0.312673293,0.358094184,0.510717762,NA,NA,NA,87.60447607,8.45927817,NA,8.662779581
"CE176",580.5503328,168.0005903,6.249229321,0.398579878,NA,1.121393508,1.55611057,NA,136.417811,1.49427838,NA,12.87747655,15.96718898,29.19246566,25.31884898,NA,NA,25.22290511,NA,52.49527807,0.472176622,11144.98404,1.168099876,14.9483511,4.293976017,10.3057191,3.100397658,10.07153968,69.19318647,41.62333434,358.04496,721.5258575,5790.568289,9.370949288,NA,NA,NA,0.72470931,0.354680215,0.625342288,NA,NA,NA,38.08896377,0.187667303,NA,11.11793018
"CE177",1384.058098,215.9411369,3.885921006,0.846826407,NA,9.830110041,2.88906374,21.97431273,764.7310403,NA,NA,NA,NA,96.65852439,18.72271395,NA,NA,19.34006625,NA,19.84351058,0.131612341,1565.50155,1.426021029,5.476314873,3.784394517,4.301397464,NA,26.71355243,NA,16.50701071,121.4420077,443.0552292,2359.086705,0.980160026,NA,NA,NA,3.070563843,2.589590526,1.597217163,0.428160708,NA,NA,NA,NA,NA,2.325856745
"CE178",329.9664964,146.7585607,6.943789483,2.345520942,NA,0.573178125,1.044843193,NA,62.07988708,94.01634407,5.8376109,14.25901953,5.340625788,4.221601204,3.706647805,NA,NA,27.75625208,5.238512726,99.73933295,31.33120762,7749.799505,26.9609888,45.41104757,6.059241045,24.65097242,1.948708335,10.18709077,84.95977745,38.6813013,322.8732162,167.6730631,1112.036237,16.5609327,NA,NA,NA,1.889094237,0.654765186,1.233794682,0.458127861,0.750788432,NA,174.2322084,15.31718985,NA,2.165726733
