"sample_id","(+/-)-Tryptophan","(2-aminoethoxy)[2-hydroxy-3-(octadecanoyloxy)propoxy]phosphinic acid","(R)-Butyrylcarnitine","(Z)-6-Octadecenoic acid","[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] hexadecanoate","1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1)","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-linolenoyl-GPC (18:3)","1-methyladenosine","1-myristoyl-GPC (14:0)","1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine","1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine","1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine","1,2-Dioleoyl-rac-glycerol","1,2-Dioleoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","1,3-Diphenylguanidine","1,7-Dimethylxanthine","1.alpha.-Methyl-5.alpha.-androstan-3.alpha.,17.beta.-diol glucuronide","13Z-Docosenamide","1H-Indole-3-carboxaldehyde","2-Furanpropanoic acid, 3-carboxy-4-methyl-5-propyl-","2-Hydroxybenzyl alcohol","2-hydroxybutanoic acid","2-Hydroxycinnamic acid","2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine","2,3-Dibromophenol","2,3-Dihydroxybenzoate","20-HETE","3-Hydroxy-2-naphthoic acid","3-Hydroxyoctadecanoic acid","3-indoxyl sulfate","3,4-Dihydro-2H-1-benzopyran-2-one","3,4-Dihydroxybenzeneacetic acid","4-Acetylbutyrate","4-aminovaleric acid betaine","4-Hydroxy-L-proline","4-hydroxycinnamate","4'-Fluoro-4-aminodiphenyl","5-Oxo-L-Proline","AA","ACETYL-CARNITINE","acetylcholine","ADMA","Ala","alpha-D-Glucose","alpha-glycerophosphocholine","Alpha-n-phenylacetyl-l-glutamine","Androstan 3 beta ol 17 one sulfate","anhydroretinol","Arg","atenolol","Azoxystrobin","behenoyl sphingomyelin (d18:1/22:0)","Benzenesulfonic acid","Benzyl alcohol","Beta Homolysine","Beta Hydroxypropionic acid","beta-Pseudouridine","betaine","bilirubin","biliverdin","biocytin","Brefeldin A","C10 carnitine","C12 carnitine","C16:0 SM","C3 carnitine","C34:2 PE","C8 carnitine","CA","caffeine","carnitine","catechol","cetirizine","choline","Coumarin","creatine","creatinine","cystine","D-Galactose","D-xylose","Decylbenzenesulfonic acid","Dehydroisoandrosterone","Diethyl phthalate","Dimethylaniline","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","dodecanedioate","GCA","Gln","Glu","Glu-Gln","glycerate","Glycochenodeoxycholate","Glycochenodeoxycholic acid","glycoursodeoxycholate","HDCA","hippurate","His","homoarginine","Hydroxychloroquine","Hydroxycoumarin","Hydroxyhippuric acid","Hydroxyoctadecanoic acid","Hydroxypalmitic acid","hypoxanthine","Karanjin","L-(-)-Phenylalanine.1","L-Homoarginine","L-lactic acid","L-serine","L-threonine","L-Thyroxine","L-tyrosine","Lenticin","LPC 18:0 sn-2","Mevalonic acid 5-pyrophosphate","myristyl sulfate","N-Acetyl-D-galactosamine 4-sulfate","N-Acetyl-L-glutamine","N-Oleoyl Glycine","N-Oleoyl-D-erythro-sphingosylphosphorylcholine","N8-Acetylspermidine","o-Hydroxybenzoate","Oleoyl carnitine","Oleyloxyethylphosphorylcholine","oxypurinol","Palmitic acid","Palmitoyl glycero 3 phosphocholine","Palmitoylglycerol","Pantothenic acid","PE 36:4","PE 40:6","Pheniramine","Phlorobenzophenone","phytanate","PI 34:2","Pipecolic acid","Piperin","Pro-Gly","Pro-leu","Pro-Trp","proline-betaine","spermidine","spermine","taurine","trigonelline","urate"
"SA011",0.01166667,2.187179,0.05371142,2.646394,0.07398808,0.2460648,0.05820988,0.4251543,0.7682351,0.05882716,0.8804012,0.01098765,0.3190586,0.01390432,1.573302,40.20833,0.0775463,0.3842203,0.03608025,0.06513889,1.179784,0.2729938,0.08179012,0.009915123,0.3628086,0.02136574,0.1376543,0.6772139,0.0232716,0.02271605,0.09145264,0.0176803,0.2480994,0.01827932,0.1494599,1.855352,0.1330388,0.5634888,8.209369,0.5586604,3.027532,0.2455311,5.499281,0.09702075,0.1074846,0.2895007,0.1620095,0.1377315,0.6777276,0.7758373,1.814815,0.005956441,0.1171296,0.06646805,10.81775,0.08526235,1.254366,0.4314773,0.0183179,0.1949074,0.001268519,0.02993827,0.01596451,10.65338,0.170639,0.005636574,3.073762,3.47442,0.05498457,0.06385031,0.08225309,10.45819,0.02623457,0.05837191,0.03358796,3.072531,0.1280093,0.2903226,0.02501543,0.02358025,0.05380401,5.533179,0.2314567,0.3720679,0.5277006,0.005076389,0.02506173,1.212246,0.02070988,0.02907407,0.318985,0.01199918,0.8465174,0.0225,0.008904321,0.05941358,0.007428241,0.008958333,0.4981508,0.06725909,0.1930347,0.05977623,0.1609821,0.3577152,0.01446476,0.04715278,0.05551698,3.621327,0.01388889,0.1609821,0.1081019,0.01378858,0.0009683642,0.1542018,0.2843641,0.5586604,0.3063489,0.1087963,0.004908179,1.361208,0.1240741,15.02979,0.4428806,2.733717,0.04909595,0.01498457,0.05733025,0.1741512,0.2963838,1.632422,1.271831,0.01638889,0.01592357,0.2814043,0.01040895,0.09464763,0.01804012,0.04131173,0.2834395,1.320115,6.304012,0.09652778,0.2005342,0.547668,0.1533799,0.03132716,0.00487037,0.1344907,0.6060201,0.06837963,0.1192901,0.02300926,0.1131173,0.08464506,0.3863426,0.01692901,0.07102623,0.005263889,0.2173611,0.03707562
"SA012",0.019885159,3.225734639,0.090194346,3.800089047,0.051658504,0.463869258,0.097438163,0.501943463,0.494100623,0.083789753,1.198763251,0.013047703,0.269787986,0.023798587,0.795053004,66.104240283,0.078250883,0.600400712,0.06844523,0.100795053,1.649293286,0.161572438,0.131360424,0.010017668,0.3454947,0.012570671,0.328621908,1.089937667,0.029832155,0.037685512,4.546972395,0.630231523,0.38935886,0.023286219,0.091077739,2.190560997,0.285618878,1.321237756,7.487756011,0.313112199,1.319011576,0.365650045,11.754229742,0.214492431,0.079902827,0.709260908,0.208036509,0.21475265,0.985307213,0.918076581,2.582155477,0.010819234,0.16934629,0.096760908,14.047195013,0.153798587,0.98675423,1.61286732,0.026042403,0.294257951,0.001649293,0.050671378,0.024779152,7.579029386,1.657390917,0.010768551,3.430543188,3.967052538,0.058365724,0.106095406,0.22040636,10.862644702,0.037137809,0.105388693,0.063939929,4.379858657,0.185865724,0.370102404,0.046766784,0.031095406,0.308303887,8.007067138,0.563446126,0.019443463,0.659982332,0.007372792,0.049893993,2.511130899,0.036634276,0.039213781,0.294746215,0.021939003,3.378227961,0.053268551,0.010070671,0.091961131,0.010388693,0.015053004,0.469501336,0.043788958,0.056878896,0.095759717,0.491985752,0.579808549,0.025901603,0.010318021,0.010079505,0.708593054,0.019867491,3.280276046,0.151060071,0.027826855,0.001329505,0.039559216,0.509349955,0.313112199,0.370102404,0.111219081,0.013427562,1.883348175,0.180830389,15.53873553,0.577359751,4.508014248,0.042586821,0.020918728,0.060185512,0.241784452,0.330810329,1.869991095,1.374666073,0.058295053,0.020992876,0.414134276,0.006621025,0.105721282,0.016855124,0.06475265,0.485752449,2.177203918,9.522968198,0.13524735,0.294523598,0.70358415,0.414292075,0.056660777,0.006022085,0.17385159,2.108192342,0.097261484,1.078621908,0.033560071,0.317844523,0.098763251,0.294964664,0.018162544,0.095053004,0.007782686,0.075936396,0.066775618
"SA013",0.01415713,6.262785,0.143402,22.21348,0.8512982,0.5394355,0.04069413,0.5340198,3.115657,0.07871854,0.8520214,0.01186117,0.3102212,0.02997712,1.884821,78.79481,0.07254767,3.060582,0.1336384,0.07795576,2.663616,0.3566743,0.1530892,0.01825324,0.6083905,0.04146453,0.1051106,1.813008,0.03308924,0.0375286,0.2007606,0.699187,0.6894833,0.02105263,0.2259344,4.125361,0.6147391,7.351167,24.29058,0.8101233,1.670863,0.7450826,11.67322,0.8001574,0.03652174,1.611067,0.4282717,0.2503432,3.582481,4.90952,3.154844,0.1523997,0.1349352,0.1471282,20.24653,0.09168574,5.544191,4.461054,0.03859649,0.2458429,0.00066209,0.02801678,0.03594203,7.539995,4.015211,0.02778032,4.101757,9.236821,0.03383677,0.3845156,0.07215103,28.21925,0.0486804,0.6665904,0.1779558,6.163234,0.2988558,1.799633,0.2268497,0.03941266,0.2739893,6.033562,1.751377,0.018627,0.2863463,0.006182304,0.04176201,3.275636,0.02032037,0.03315027,0.6459481,0.0914503,3.766063,0.02952708,0.009244851,0.07176201,0.005853547,0.01655225,1.054812,0.8371361,0.3684763,0.08916857,1.024915,1.70181,0.05035405,0.008695652,0.01131198,3.181222,0.02019832,5.347495,0.1109077,0.02610984,0.0003839054,0.3897194,0.6829268,0.8101233,0.5142932,0.1368421,0.004767353,3.556255,0.1056445,42.27642,1.073958,8.303173,0.2161028,0.01771167,0.1713196,0.3116705,1.599266,3.690008,2.075007,0.03536232,0.174246,0.6060259,0.0124714,0.263572,0.04231121,0.06229596,0.6915814,6.50931,9.771167,0.09946606,0.4822974,4.22502,0.8733281,0.0468955,0.007582761,0.1204424,7.372148,0.0805492,0.2091533,0.01951182,0.2203661,0.1460717,0.2729977,0.01923722,0.07826087,0.005194508,0.06865751,0.0402746
"SA014",0.01588952,3.071839,0.03745735,3.366785,0.1195937,0.3753859,0.07871649,0.9301381,0.8460409,0.08919578,1.125914,0.01122665,0.3297319,0.02880585,0.5060926,47.69293,0.07524777,1.087505,0.08919578,0.209342,2.198213,0.3756296,0.112104,0.01800162,0.3654752,0.007324939,0.1876523,0.1343777,0.1366369,0.03216084,1.337658,0.1533472,0.2721821,0.01497157,0.2187652,1.56162,0.534084,0.8023498,10.71962,0.3505079,1.06315,0.2783013,10.96928,0.1076612,0.05123477,0.7024844,0.1258108,0.2006499,0.9996328,1.496757,1.661251,0.0167299,0.1312754,0.09288949,12.88704,0.1424045,0.7734671,11.3756,0.02038993,0.2549959,0.001548335,0.02627132,0.03696994,5.761841,0.1879819,0.04341998,3.863664,3.550361,0.05703493,0.160195,0.1216084,9.164117,0.03914703,0.1554021,0.03822096,4.389927,0.1251015,0.5410598,0.05343623,0.05258327,0.2025995,6.116978,1.174764,0.0003624695,0.492039,0.004267262,0.0285134,1.619141,0.02486596,0.03385053,0.3391262,0.01357239,6.479011,0.01870837,0.01061738,0.05543461,0.007128351,0.009780666,0.6069025,0.08805532,0.04654265,0.07310317,0.331416,0.478644,0.01893281,0.002822096,0.002584078,0.1511443,0.01825345,1.795374,0.1137287,0.02709179,0.0005120227,0.07734671,0.4046016,0.3505079,0.3856321,0.1132413,0.01067425,1.444132,0.1454915,21.71093,0.4613878,4.604088,0.03884469,0.01187652,0.08302193,0.2982941,0.8062661,1.402521,1.141231,0.03783103,0.02054828,0.4735175,0.008310317,0.1191409,0.0226645,0.06513404,0.2568841,2.071962,9.171405,0.1160845,0.1832089,1.069759,0.5534206,0.0356052,0.006984565,0.1577579,1.91531,0.05776604,0.1112916,0.0181316,0.1702681,0.1879773,0.3017872,0.02156783,0.08229082,0.003805849,0.2080422,0.06769293
"SA015",0.006437318,2.283310281,0.038338192,4.632319041,0.055820655,0.006174927,0.01430758,0.664285714,0.900414938,0.037966472,0.976676385,0.008600583,0.286078717,0.013739067,0.228279883,15.298833819,0.052623907,0.128515445,0.032150146,0.023002915,0.820699708,0.089868805,0.066355685,0.006673469,0.140816327,0.058972303,0.020860058,0.394421392,0.055867347,0.0178207,0.024665745,0.071242508,0.267750115,0.011887755,0.062529155,1.73582296,0.394997695,7.521899493,13.98109728,0.390387275,1.647072384,0.270746888,7.799677271,0.108010604,0.026880466,0.62033195,0.12494237,0.117857143,0.983171969,1.619409866,2.617346939,0.016309359,0.101457726,0.132895343,15.076071923,0.074562682,1.180267404,1.100161365,0.011720117,0.144169096,0.002048834,0.030634111,0.031362974,9.379898571,0.770746888,0.006333819,4.850161365,2.608344859,0.057776968,0.387973761,0.029832362,9.180497925,0.028534985,0.084985423,0.038848397,1.308309038,0.18425656,0.098409405,0.035451895,0.025830904,0.02074344,5.016034985,0.375633933,0,0.538119534,0.003827259,0.033126822,1.081028124,0.016202624,0.034329446,0.392116183,0.047349009,3.438220378,0.028119534,0.008549563,0.059344023,0.007012391,0.006720845,0.698824343,0.149147072,0.118372522,0.089577259,0.506569848,0.495965883,0.02170355,0.010233236,0.014395044,1.164130936,0.026465015,1.119179345,0.127915452,0.008287172,0,0.13439373,0.109578147,0.390387275,0.534232365,0.077478134,0.005496356,1.366989396,0.102988338,25.149838635,0.564545874,4.027201475,0.069686491,0.010488338,0.086443149,0.13680758,1.003573075,1.819963117,1.403872752,0.019963557,0.039396035,0.091253644,0.010925656,2.786998617,0.013979592,0.032390671,0.293568465,1.88911941,5.347667638,0.083017493,0.149723375,0.153988013,0.080636238,0.033476676,0.006710641,0.102842566,0.336560627,0.071530612,0.021778426,0.021501458,0.16180758,0.068214286,1.008017493,0.01925656,0.081632653,0.00305758,0.083090379,0.044846939
"SA016",0.008086022,2.279842,0.05917563,5.556219,0.03444856,0.007333333,0.03843011,0.5824373,0.570319,0.03979928,0.8982079,0.009562724,0.2148387,0.01658065,0.2264516,24.65233,0.04088172,0.1456566,0.03274552,0.02399283,0.911828,0.07304659,0.07311828,0.01081004,0.1779211,0.01429391,0.001802867,0.06976939,0.04857348,0.03368459,2.018162,0.2376628,0.3944318,0.01194265,0.02832258,1.928546,0.1417135,5.405664,11.63938,0.3896523,1.822201,0.2529573,5.486916,0.1444617,0.02833692,0.5117696,0.1536623,0.242724,0.8315211,1.432668,1.86595,0.01399211,0.1174194,0.06931533,13.25128,0.1053763,2.14482,15.05556,0.01039427,0.2270251,0.0277491,0.01934767,0.02891756,4.386426,0.7317481,0.02719713,4.392401,2.916716,0.05841577,0.1827957,0.0695914,10.17326,0.02514695,0.137491,0.05473118,1.721864,0.13319,0.08667702,0.05141935,0.007075269,0,3.888889,0.8813478,0,0.7098208,0.003478136,0.02843728,1.323934,0.01578495,0.02903943,0.3425738,0.02227267,6.571872,0.03365591,0.008401434,0.05076703,0.005159857,0.01401434,0.3272792,0.2049229,0.1065002,0.06407885,0.1799498,0.4744892,0.02050424,0.02090323,0.02448029,2.380213,0.01713262,3.152109,0.07562724,0.02126165,0.0004304659,0.06736767,0.2684909,0.3896523,0.4349385,0.09039427,0.009519713,1.233122,0.1151254,21.77082,0.5051978,3.167642,0.08293703,0.01014337,0.2244444,0.1357706,0.5494085,1.786354,1.182459,0.01641577,0.03738798,0.0981362,0.007827957,0.1026646,0.01620072,0.03514695,0.2340781,1.616681,5.421505,0.1032975,0.2416059,0.209344,0.07263711,0.03645161,0.006126882,0.1278853,0.5178635,0.05591398,0.3245161,0.02230824,0.1549821,0.0888172,1.63871,0.02154839,0.07541219,0.003253047,0.05139068,0.03873835
"SA017",0.009073795,2.524123921,0.077786145,2.995175216,0.089474352,0.009932229,0.073268072,0.546912651,0.595352971,0.062748494,1.152861446,0.010625,0.242093373,0.021317771,0.245707831,16.076807229,0.072959337,0.274250889,0.034600904,0.049578313,0.804216867,0.072853916,0.06250753,0.007149096,0.08185241,0.006113705,0.148569277,0.094845099,0.028170181,0.026152108,3.471305231,0.508125952,0.219019807,0.014051205,0.025143072,2.012442864,0.818816658,1.293803961,17.737430168,0.444261046,7.084814627,0.287328593,5.746571864,0.122270188,0.07996988,0.62150838,0.18067547,0.182078313,1.443626206,0.658963941,1.925451807,0.015959878,0.138855422,0.080599289,15.286947689,0.398042169,4.787963433,8.693499238,0.01872741,0.145331325,0.001729669,0.02560994,0.026754518,4.308024378,3.76460132,0.011009036,4.498476384,3.153885221,0.054149096,0.138930723,0.3625,10.785931945,0.027959337,0.121987952,0.044427711,1.426957831,0.261972892,0.12849162,0.049894578,0.182454819,0.173042169,5.238704819,0.999619096,0,0.792168675,0.00442244,0.042228916,1.590909091,0.017537651,0.034103916,0.460132047,0.05123159,3.13737938,0.025730422,0.00938253,0.074759036,0.007082831,0.016506024,0.703148807,0.126815642,0.181564246,0.069706325,0.972574911,0.733113255,0.016493144,0.01122741,0.013381024,1.269680041,0.018712349,8.007872016,0.122213855,0.019329819,0.000326506,0.054050279,1.262569832,0.444261046,0.510665312,0.09811747,0.013802711,1.529964449,0.276506024,29.113763332,0.502158456,3.881411884,0.056411884,0.012996988,0.128087349,0.116490964,0.441848654,1.786439817,1.810563738,0.020587349,0.029316912,0.136144578,0.003710843,0.628364652,0.024156627,0.044322289,0.653885221,1.419502285,6.782379518,0.082003012,0.221813103,0.327958354,0.164169629,0.04439759,0.006216114,0.117695783,0.915185373,0.082831325,0.062582831,0.049608434,0.154442771,0.09939759,0.672364458,0.017296687,0.082304217,0.017206325,0.085918675,0.037093373
"SA018",0.01097009,5.892351,0.0538512,12.21907,0.2549575,0.4646244,0.05669584,0.7840992,1.560772,0.1200584,1.436907,0.01005106,0.3288111,0.03851204,1.815463,50.23341,0.1146608,9.148793,0.08001459,0.1078775,2.269147,0.4744712,0.1272064,0.008482859,0.3214442,0.04926331,0.08154632,0.9128558,0.02784099,0.02328228,0.218535,0.6364495,0.2515851,0.01713348,0.2746171,2.34453,0.3361662,2.623769,21.97491,0.4614866,1.978956,0.3004182,5.077566,0.1906111,0.03419402,0.4548766,0.1730743,0.1479942,1.22528,2.699312,1.750547,0.013908,0.1134209,0.08895184,25.14502,0.3547775,3.439903,1.3908,0.01498906,0.1757841,0.001527352,0.03392414,0.02528811,10.33455,7.98732,0.005202042,4.787535,4.152165,0.03665208,0.124143,0.1299781,11.74288,0.04717724,0.1133479,0.02449307,3.694384,0.201167,3.39134,0.04623632,0.004301969,0.1671772,5.202772,0.9024686,0,0.4001459,0.00431364,0.04162655,1.624174,0.01775346,0.04929978,0.4504249,0.04188588,4.169702,0.03907367,0.007906637,0.06231218,0.007117433,0.01634573,0.5201673,0.1521651,0.4954809,0.06143691,0.7952246,0.4048294,0.02031566,0.04230489,0.0534938,5.302846,0.02160467,3.593687,0.1037199,0.01427425,0.0004318745,0.05445838,1.903413,0.4614866,0.520572,0.08227571,0.01263311,1.572912,0.1641867,34.0348,0.4908944,4.720086,0.04621611,0.01519329,0.08453683,0.3010212,1.594496,2.109807,2.320248,0.025186,0.07009308,0.2309993,0.00531291,0.1980305,0.01816922,0.06603939,0.4686362,5.688655,10.86069,0.1118891,0.2073385,7.184676,1.408337,0.04335522,0.00916849,0.1316557,8.056118,0.07709701,0.1468271,0.02175055,0.1617797,0.1067104,0.1368344,0.02004376,0.1209336,0.0184391,0.2122538,0.03479212
"SA019",0.01384552,8.768979,0.05433032,12.06494,0.3716421,0.03078061,0.02920296,0.9917831,1.152184,0.1222679,2.279376,0.01299918,0.6755136,0.08520953,0.526212,36.68858,0.1331142,1.6363,0.07194741,0.02727198,3.462613,0.2113394,0.08438784,0.01970419,0.2643385,0.01629417,0.07042728,1.162345,0.02506984,0.05575185,0.07043915,0.1374679,0.3119598,0.02294988,0.110189,1.395702,1.028615,0.6952815,70.91801,0.4883205,0.9303901,0.3732773,8.612474,0.1429573,0.1062449,0.5258117,0.1963326,0.3874281,1.873394,3.015651,2.622021,0.03524877,0.1760066,0.08140621,5.450829,0.7556286,1.132095,1.959822,0.04469187,0.2186524,0.001899753,0.03069022,0.02189811,8.044849,0.7351086,0.01158587,1.946975,4.433544,0.05745275,0.6676253,0.1797042,6.463443,0.04810189,0.1370583,0.09769926,3.543961,0.1605588,0.7733006,0.06976993,0.0874281,0.08644207,5.652424,1.183135,0,0.6665571,0.00651438,0.040682,1.43074,0.01977814,0.01758422,0.3878767,0.04268862,8.90563,0.01299096,0.01070666,0.06041906,0.00762613,0.02120789,0.6139921,0.2780892,0.2339407,0.07836483,0.7500584,0.3173324,0.01629292,0.0173788,0.01980279,1.428405,0.02801972,1.971502,0.1298274,0.01877568,0.0007968776,0.1500818,0.2203924,0.4883205,0.6663163,0.1221035,0.007026294,1.827844,0.1253903,46.04064,0.4326092,3.978043,0.04746555,0.01782251,0.3461791,0.41553,0.9514132,1.809157,2.151367,0.03275267,0.07310208,0.2248151,0.02123254,0.1271899,0.05920296,0.1108463,0.5864284,4.229152,16.894,0.152917,0.2602196,1.387526,0.5454333,0.06646672,0.003667214,0.1802794,4.157907,0.06443714,0.132539,0.01036976,0.2411668,0.06940016,1.976993,0.02539852,0.0433032,0.01497946,0.3219392,0.06508628
"SA020",0.014417435,3.42923385,0.05533948,6.965960586,0.169880915,0.160435876,0.110393965,0.930427494,0.784803457,0.125733445,1.74853311,0.011282481,0.317602682,0.030360436,0.290947192,22.908633697,0.102849958,1.075982717,0.044048617,0.047627829,1.694048617,0.051441744,0.082849958,0.008994132,0.149538977,0.005767812,0.227493713,0.084550532,0.027904443,0.024165968,8.492991885,0.044873011,0.179470966,0.017275775,0.020536463,1.776794183,0.58193698,0.628201075,20.486879545,0.409842976,2.458636316,0.22468121,10.465802508,0.153546211,0.116512992,0.357571925,0.127832227,0.145683152,1.368953525,1.798925071,2.193629505,0.024365054,0.205280805,0.07979766,8.350721889,0.219614417,1.200337233,7.272631468,0.033428332,0.172506287,0.002784577,0.022196144,0.029421626,8.350721889,1.440615449,0.012984074,1.433238487,3.461903256,0.058432523,0.12699078,0.127158424,8.600484772,0.047485331,0.129589271,0.050813076,2.637887678,0.39488684,0.291284645,0.06161777,0.005010897,0.186588433,5.85582565,0.781747286,0.001284996,0.498994132,0.005324392,0.045088013,2.09821899,0.016881811,0.028541492,0.246390557,0.041764148,5.880493203,0.019195306,0.010662196,0.116345348,0.007233864,0.018424141,0.661924333,0.054241754,0.079555275,0.097485331,0.314890926,0.606070187,0.014890926,0.014015088,0.016152557,0.777531879,0.021123219,0.918537254,0.136211232,0.020385583,0.001201174,0.100168616,0.39793445,0.409842976,0.277689957,0.003185247,0.009815591,1.242491306,0.149790444,24.154283908,0.459163242,3.914005691,0.033912952,0.014518022,0.05417435,0.238222967,0.293708505,1.731478554,1.336284118,0.028650461,0.028053536,0.210310142,0.009304275,0.114237538,0.056010059,0.056437552,0.424702287,3.355464222,9.170159262,0.114333613,0.225840447,0.647486563,0.654758141,0.054534786,0.005115675,0.134199497,4.096322057,0.116596815,0.277787091,0.019765298,0.228583403,0.102011735,0.784828164,0.023252305,0.066999162,0.007181894,0.12590109,0.079237217
"SA021",0.01173702,5.223194,0.2143945,20.79408,0.581651,0.1873356,0.01721107,0.4847059,1.645357,0.0733564,1.460208,0.007778547,0.3520415,0.0373564,1.108651,35.07266,0.08041522,7.568416,0.0700346,0.02936332,2.146021,0.1809689,0.09536332,0.01029758,0.2621453,0.002745329,0.0302699,0.2374383,0.02681661,0.0215917,0.06745177,0.04675864,0.1850606,0.01202768,0.1092042,2.262225,0.1592642,0.9903544,13.68327,0.4728578,1.739569,0.1794527,7.510094,0.147039,0.02685121,0.14917,0.09918125,0.1428374,0.9717362,3.667564,1.561246,0.01459174,0.07965398,0.07113055,10.33423,0.1236678,0.1906685,7.753477,0.01761246,0.1510727,0.002250519,0.02486505,0.01065052,12.80843,0.5339838,0.02381315,1.218035,3.042844,0.0396263,0.1572318,0.08961938,11.33917,0.01946713,0.09681661,0.04129412,3.039446,0.1052595,3.353522,0.04055363,0.008816609,0.01827682,5.061592,0.705249,0,0.4280277,0.00347128,0.02755709,0.7851054,0.01568858,0.03103114,0.2611036,0.04526694,7.997981,0.01286505,0.008013841,0.05329412,0.004280969,0.01144637,0.3546433,0.0843764,0.09419022,0.0649481,0.2480933,0.3540825,0.02060341,0.002214533,0.003361938,0.4021983,0.009141869,0.5308434,0.07612457,0.01791695,0.0009619377,0.06716016,0.0634926,0.4728578,0.4029834,0.08394464,0.003687197,1.027254,0.09972318,19.07806,0.4333782,3.402871,0.08890758,0.01132872,0.06802076,0.2827682,0.5900628,1.889861,1.117766,0.01152941,0.07748991,0.3153633,0.005456055,0.1219157,0.01459516,0.05678893,0.2209511,8.110139,9.058824,0.07709343,0.2129879,6.218035,1.01817,0.02285121,0.006920415,0.09384083,19.11171,0.05179931,0.09896194,0.006897578,0.09155709,0.09474048,0.7190311,0.02041522,0.07570934,0.003490657,0.04584083,0.04149481
"SA022",0.01421254,4.859692,0.08287462,14.44459,0.4456227,0.3962538,0.05716361,1.57263,1.617742,0.1337156,1.451835,0.01246177,0.2097859,0.03267584,0.52263,42.79052,0.08646789,13.75921,0.1070336,0.1384557,1.714067,0.4821865,0.1442661,0.01187309,0.1689602,0.00866208,0.1186544,0.5552826,0.1479358,0.02842508,0.1064917,0.5095047,0.8246476,0.01760703,0.2098624,2.239752,0.3648002,6.491659,29.4711,0.5054959,3.306608,0.3391957,3.49153,0.2184146,0.07851682,0.8501229,0.1834993,0.1844037,1.113281,6.079141,2.051223,0.018337,0.09525994,0.09124531,20.28967,0.09602446,8.449502,0.7285659,0.02070336,0.1993884,0.002299694,0.01316514,0.02224771,10.14483,11.62421,0.03811162,5.5955,6.112763,0.02503058,0.1949541,0.1025229,12.36907,0.02925076,0.1788226,0.06430428,5.277523,0.1675841,3.759214,0.06537462,0.005252294,0.200841,4.03211,1.21557,0.0007077982,0.3161315,0.005464067,0.04012232,1.606104,0.02630734,0.0428211,0.490366,0.02544937,0.9489202,0.05791284,0.008723242,0.06032875,0.006269113,0.01061927,0.562007,0.3960947,0.1059227,0.06451835,0.306608,0.36105,0.02017328,0.005165902,0.007767584,0.8395189,0.01881498,6.059744,0.07438838,0.01456422,0.0006418196,0.1695332,0.5554119,0.5054959,0.4103194,0.0683945,0.00346789,1.663003,0.09495413,28.15208,0.5207552,4.162679,0.04166559,0.01457187,0.108104,0.1957951,0.9972844,1.788439,2.297944,0.02391437,0.0695849,0.6602446,0.01373853,2.034139,0.01693425,0.05623089,0.2466055,5.711884,9.495413,0.1215596,0.3141084,10.33493,2.407862,0.04768349,0.00851682,0.1594037,11.97207,0.05850917,0.06413609,0.005870031,0.1746942,0.1201835,0.4275994,0.02373089,0.104052,0.001855505,0.2599388,0.02436544
