"","sample_id","Acetanaerobacterium_elongatum","Acidaminococcus_fermentans","Actinomyces_odontolyticus","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Allobaculum_stercoricanis","Alloprevotella_rava","Anaerofilum_agile","Anaeroglobus_geminatus","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_helcogenes","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_plebeius","Bacteroides_salyersiae","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blautia_faecis","Blautia_glucerasea","Blautia_hansenii","Blautia_luti","Blautia_producta","Blautia_schinkii","Blautia_stercoris","Blautia_wexlerae","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Caulobacter_vibrioides","Cellulosilyticum_lentocellum","Cellulosilyticum_ruminicola","Cloacibacillus_evryensis","Cloacibacillus_porcorum","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_bartlettii","Clostridium_butyricum","Clostridium_citroniae","Clostridium_cocleatum","Clostridium_colinum","Clostridium_disporicum","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_irregulare","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_propionicum","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_saccharogumia","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_tertium","Clostridium_thermocellum","Clostridium_ventriculi","Clostridium_viride","Collinsella_aerofaciens","Collinsella_intestinalis","Collinsella_tanakaei","Comamonas_kerstersii","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_piger","Dialister_invisus","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Enterorhabdus_caecimuris","Epulopiscium_fishelsoni","Escherichia_coli","Eubacterium_biforme","Eubacterium_brachy","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_ventriosum","Eubacterium_xylanophilum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_equinum","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_periodonticum","Gemmiger_formicilis","Geobacter_sulfurreducens","Geothrix_fermentans","Haemophilus_parainfluenzae","Hespellia_porcina","Holdemania_filiformis","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Ipomoea_purpurea","Koukoulia_aurantiaca","Lachnospira_pectinoschiza","Lactobacillus_rogosae","Megamonas_funiformis","Megamonas_hypermegale","Megamonas_rupellensis","Megasphaera_elsdenii","Metabacterium_polyspora","Methanobrevibacter_smithii","Methanosaeta_concilii","Mitsuokella_multacida","Odoribacter_laneus","Odoribacter_splanchnicus","Oribacterium_sinus","Oscillibacter_valericigenes","Oxalobacter_formigenes","Parabacteroides_chinchillae","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraeggerthella_hongkongensis","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasutterella_excrementihominis","Parasutterella_secunda","Parvimonas_micra","Peptoclostridium_difficile","Peptococcus_niger","Petrimonas_sulfuriphila","Petrobacter_succinatimandens","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Phocaeicola_abscessus","Prevotella_bivia","Prevotella_copri","Prevotella_corporis","Prevotella_stercorea","Pseudoflavonifractor_capillosus","Pyramidobacter_piscolens","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Sedimentibacter_hongkongensis","Slackia_equolifaciens","Slackia_piriformis","Sporobacter_termitidis","Streptococcus_anginosus","Streptococcus_mutans","Streptococcus_pleomorphus","Streptococcus_sanguinis","Streptococcus_sobrinus","Subdoligranulum_variabile","Sutterella_parvirubra","Sutterella_stercoricanis","Treponema_caldaria","Turicibacter_sanguinis","Veillonella_dispar","Veillonella_magna","Victivallis_vadensis"
"11","Y60.109",0,0,0,0,0.000326457931443834,0.00163228965721917,0,0.000786466834841965,0,0.00523816589998516,0,0,0.00068259385665529,0,0,0.000727110847306722,0,0,0,0.00121679774447247,0.00143938269772963,0.00068259385665529,0.000400652915862888,0,0,0.00240391749517733,0,0.000979373794331503,0,0.00133550971954296,0.00120195874758866,0,0.0033387742988574,0.00471880100905179,0.0013948657070782,0.0138299450957115,0,0.005564623831429,0.0294850868081318,0,0.000356135925211456,0,0,0.000163228965721917,0.00256714646089924,0,0,0.0019439085917792,0,0,0,0,0,0.00157293366968393,0.000845822822377207,0,0,0,0,0,0.000370974922095266,0,0,0,0,0,4.4516990651432e-05,0.00191423059801157,0,0,0,0,0,0,0.00299747737052975,0.000311618934560024,0.00218133254192017,0.000652915862887669,0,0,0.00546075085324232,0,0,0.00022258495325716,0,0.000994212791215314,0,0,0,0,0.00100905178809912,0.0013948657070782,0,0,0,0,0,0,0,0.0132660632141267,0,0,0,0,0.000801305831725775,0.00135034871642677,0.0069594895385072,0,0,0,0,0,0,0.00234456150764208,0.000252262947024781,0.00267101943908592,0.00112776376316961,0.0956966909036949,0,0.00221101053568779,0,0.00458525003709749,0.00215165454815254,0,0.000103872978186675,0.00182519661670871,0,0.00176584062917347,0.00402136815551269,0,0,0,0,0,0,0,0,0,0,0.000370974922095266,0,0,0,0,0,0,0.00155809467280012,0,0,0,0,0,0,0,0,0.00185487461047633,0,0.00538655586882327,0,0.000207745956373349,0.01834100014839,0.000949695800563882,0,0,0.0119750704852352,0,0.00630657367561953,0,0.00761240540139487,0,0,0,0,0,0,0.0030716723549488,0,0,0,0.514527377949251,0,0.0110253746846713,0,0,0,0.0460750853242321,0.00204778156996587,0.0224217242914379,0.00323490132067072,0,0,0.0760795370232972,0.0093337290399169,0,0,0,0.00586140376910521,0.00787950734530346,0,0,0,0.000356135925211456,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Y60.120",0,0,0,0,0,0.000402605432297583,0,0.000546393086689577,0,0,0,0,0,0,0,0.00813838123858686,0.000172545185270393,0,0,0.0264713071735661,0,0,0.000963377284426359,0,0,0,0,0.00100651358074396,0,0,0.00123657382777115,0,0.0149107797604498,0.306641551756366,0.00391102419946223,0.0024156325937855,0,0.0459401555782421,0.38722015327764,0,0,0,0,8.62725926351963e-05,0,0,0,0.00856974420176284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070455950652077,0,0.000258817777905589,0,0.00186923950709592,0,0.000100651358074396,0,0.000546393086689577,0,0.00578026370655815,0,0,0,0,0.000359469135979985,0.000273196543344788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743382173206609,0.00130846765496714,0,0,0,0,0,0,0.000100651358074396,0.000603908148446374,0.00109278617337915,0,0,0,0,0,0,0,0,0,0,0.106589788200785,0.00322084345838066,0,0,0.000848347160912764,0,0,0.000143787654391994,0,0,0,0,0.000287575308783988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022718449393935,0,0,0.0242857348268078,0,0,0.00802335111507326,0,0,0,0,0,0,0,0,0,0,0,0.000158166419831193,0,0,0,0.00306267703854947,0,0.000345090370540785,0,0,0,0.000589529383007175,0,0,0,0,0,0.000158166419831193,0,0,0.00419859950824622,0,0.00268882913713029,0.014062432599537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Y80.147",0,0.000341573801289441,0,0,0.000213483625805901,0,0,0.00456854959224627,0.00096779243698675,0.00012809017548354,0,0,0,0,0,0.00160824331440445,0,0,0,0.00498128460213768,0,0,0.000270412592687474,0.00155131434752288,0,0,0.00758578483696967,0.0012809017548354,0,0,0.00109588261247029,0,0.00311686093676615,0.00116704382107226,0,0.00398502768171015,0,0.00372884733074307,0.0288914506923986,0,0.000384270526450621,0,0,0.000640450877417702,0.00170786900644721,0,0,0.000341573801289441,0,0,0,0,0,0,0.000583521910536129,0,0,0,0,0,0,0,0,0,0.000185019142365114,0,0,0.00183595918193075,0,0,0,0,0,0,0.0015086176223617,0,0.000583521910536129,0,0,0,0.000241948109246687,0,0,0,0,0,0,0,0,0,0,0.00325918335397008,0,0,0,0,0.00119550830451304,0,0.00105318588730911,0,0,0,0,0.000241948109246687,0,0.00200674608257547,0.000697379844299276,0,0.00109588261247029,0,0,0,0,0.000782773294621636,0,0.00613409618148955,0,0.00663222464170331,0,0.000355806043009834,0,0.00247641005934845,0.00681724378406843,0.000298877076128261,0,0.000355806043009834,0,0.0543386988884619,0.000697379844299276,0,0,0,0,0,0.00566443220471656,0,0,0,0,0.000142322417203934,0,0,0,0,0,0,0.104962782687901,0,0.00122397278795383,0.0184734497530706,0,0,0,0,0,0.00136629520515776,7.11612086019669e-05,0.0036434538804207,0,0,0.00465394304256864,0,0,0,0.0040846533737529,0,0.00384270526450621,0,0.000697379844299276,0.000483896218493375,0,0,0,0,0,0.00397079543998975,0.000185019142365114,0,0,0.641375973129528,0,0.000498128460213768,0,0,0,0.00136629520515776,0.00230562315870373,0,0.0239528628154221,0,0,0,0,0.000142322417203934,0.000370038284730228,0.00392809871482857,0.00138052744687816,0.00268989368515435,0,0,0,0,0,0,0,0,0.00012809017548354,0,0.00347266697977598,0,0,0,0.00298877076128261,0,0
"14","Y80.159",0,0,0,0.00272224996375703,0.000499347626487975,0.0004510236626343,0,0.0168489553969814,0,0.00159469080717128,0,0,0,0,0,0.000789291409610026,9.66479277073501e-05,0,0,0.00144971891561025,0,0.000241619819268375,0.00397867302395258,0.0254506209629355,0,0,0,0,0,0,0.00104701921682963,0,0,0.0426700600827951,0.00293165380712295,0.00729691854190493,0,0.0105829480839548,0.00441358869863565,0,0,0.000982587265024726,0,0,0.00227122630112273,0,0,0.000757075433707576,0,0,0.0004510236626343,0,0,0,0.00104701921682963,0,0,0,0,0,0,0,0,0,0,0,0.00228733428907395,0.00275446593965948,0,0,0.0320871119988402,0,0,0,0.0014819348915127,0,0.000209403843365925,0,0.0001932958554147,0,0.000209403843365925,0,0,9.66479277073501e-05,0,0.000144971891561025,0,0,0,0,0.000902047325268601,0.000467131650585525,0,0,0,0,0,0,0.00101480324092718,0.000499347626487975,0,0,0,0,0.00887550136112498,0.000853723361414926,0.00248063014448865,0,0,0,0,0,0,0.0185080781559575,0,0.00500958425283098,0,0.0261432644448382,0,0.00132085501200045,0.000241619819268375,0.000563779578292875,0.00539617596366038,0,0.00190074257824455,0.0003865917108294,0,0.0851951482740291,0.000773183421658801,0,0,0,0,0,0.00112755915658575,0,0,0,0.00262560203604968,0.00016107987951225,0,0,0,0,0,0,0.00041880768673185,0,0,0,0,0,0,0,0,0.00310884167458643,0,0.00260949404809845,0,0,0.00454245260224545,0,0,0,0.0034148934456597,0,0,0,0,0,0,0,0.000112755915658575,0,0,0.0034148934456597,0.0001288639036098,0,0,0.523960632077447,0,0,0,0,0,0.0253056490713745,0.00563779578292875,0.00293165380712295,0.0326347835891819,0,0,0.0190879657222016,0,0.0120809909634188,0,0.00699086677083166,0.00306051771073275,0.0005798875662441,0,0,0,0.000757075433707576,0,0,0,0,0,0,0.0167361994813228,0,0,0,0,0,0
"15","Y80.167",0,0,0.00255497268353673,0,0,0,0,0.000489250088336821,0,0.000761055692968389,0,0,0.000271805604631567,0,0,0.00410426462993667,0,0,0,0.00187545867195782,0.00432170911364192,0,0.00206572259519991,0,0,0,0.00668641787393656,0.0016308336277894,0,0,0.203446495066728,0.000326166725557881,0.0141882525617678,0.0128835856595363,0,0.0229675735913675,5.43611209263135e-05,0.0474572585686717,0.0432170911364192,0,0.00103286129759996,0,0,0.0028267782881683,0.00997526568997853,0,0,0.0143785164850099,0,0,0.00369655622298932,0.0042129868717893,0,0,0,0,0,0,0,0,0,0,0.00165801418825256,0,0,0,0,0.015085211057052,0,0,0.00315294501372618,0.00481095920197874,0.000733875132505232,0,0.0028267782881683,0,0,0,0.00114158353945258,0,0.00116876409991574,0,0,0.00198418091381044,0,0,0.000516430648799978,0,0,0,0.00277241716724199,0.0161996140360414,0,0,0,0,0,0.00652333451115762,0.00709412628088391,0,0,0,0.00660487619254709,0,0,0.0200048925008834,0.0262836019678726,0,0,0,0,0.0179935310266098,0,0.0210105732380202,0,0.0100839879318312,0.00016308336277894,0,0,0.00758337636922073,0,0.000761055692968389,0.00494686200429453,0,0,0.00858905710635753,0,0.0533826207496399,0.00231034763936832,0,0,0,0,0,0.00103286129759996,0,0,0,0,0.000543611209263135,0,0,0,0,0,0,0.00500122312522084,0,0,0,0,0.000434888967410508,0,0,0,0,0,0,0,0,0.0179119893452203,0.00342475061835775,0,0.00165801418825256,0.0117420021200837,0,0.000298986165094724,0,0,0,0,0,0,0,0,0,0,0,0,0.00388682014623142,0.000217444483705254,0.0849392514473648,0,0,0,0,0,0.00530020929031557,0.0800195700035335,0.000543611209263135,0,0.00505558424614716,0,0,0.00891522383191541,0.000788236253431546,0.03848767361583,0.0740126661411758,0,0,0.00331602837650512,0,0,0.000380527846484195,0,0,0,0,0,0.00127748634176837,0,0,0,0,0
"16","Y80.191",0,0,0,0,0,0,0,0.000561743341404358,0,0,0,0,0,0,0,0.0118934624697337,0,0,0.0162130750605327,0,0,0,0.000891041162227603,0.000406779661016949,0,0,0,0.0571041162227603,0,0.000581113801452785,0.00176271186440678,0,0,0.136697336561743,0,0.0272542372881356,0,0.0582469733656174,0.415418886198547,0.0169685230024213,0,0,0,0,0.00670217917675545,0,0,0,0.000484261501210654,0,0,0,0,0,0,0,0,0,0,0,0.00230508474576271,0,0,0,0.00112348668280872,0,0,0,0,0,0.0160193704600484,0,0,0,0,0.00135593220338983,0,0.000426150121065375,0,0.00269249394673123,0.0180726392251816,0,0,0.000193704600484261,0,0,0.0016271186440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352542372881356,0.0120484261501211,5.81113801452784e-05,0,0,0.000116222760290557,0,0,0.00104600484261501,0,0,0,0,0.0862372881355932,0.00410653753026634,0.00139467312348668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449394673123487,0,0.000116222760290557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130556900726392,0,0,0,0.00416464891041162,0.000542372881355932,0,0,0,0,0,0,0,0,0,0.00464891041162228,0,0,0,0.00360290556900726,0,0.000910411622276029,0.00284745762711864,0,0,0,0,0,0.000716707021791768,0,0,0,0,0,0.0236319612590799,0,0.0372106537530266,0.000523002421307506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Y80.194",0,0.00869277562347233,0,0.00336316689026519,0,0.000202157572638891,0,0,0,0,0,0,0,0,0,0.00610148310146472,0,0,0.00189292999834598,0.000330803300681822,0,0,0.000569716795618694,0.00139672504732325,0,0,0,0.0207303401760609,0.0014886148530682,0,0.00104754378549244,0.00187455203719699,0,0.00196644184294194,0,0.0617315714994578,0,0.0914303567162259,0.545071949717898,0,0,0,0.00643228640214655,0.005586900189293,0.00273831621119953,0,0,0.0218697737672983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202157572638891,0,0,0,0,0,0,0,0,0,0,0,0.000551338834469704,0,0,0,0,0,0.013011596493485,0,0,0.000257291456085862,0,0,0,0,0,0,0.000477826989873743,0.0277690992961241,0,0,0,0,0,0.000220535533787882,0,0,0,0,0.0214287026997225,0,0,0.00953816183632588,0,0,0,0,0,0,0,0,0.00150699281421719,0,0,0,0,0.00700200319776524,0,0.000496204951022734,0.000716740484810615,0,0,9.18898057449507e-05,0,0.00132321320272729,0.000882142135151526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273831621119953,0,0,0,0,0,0,0,0,0,0.00216859941558084,0,0,0.0734934666348115,0,0,0,0,0,0,0,0,0.00209508757098488,0,0,0,0,0,0,0,0,0,0.00284858397809347,0,0.000606472717916674,0,0,0,0.000882142135151526,0,0,0.000367559222979803,0,0,0.00415341921967177,0,0,0.0255453659970963,0.00159888261996214,0.00714902688695716,0.00635877455755059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Y80.201",0,0,0.000415644050352308,0.000336473755047106,0,0,0,0.000296888607394506,0,0,0.000395851476526007,0,0,0,0,0.0131422690206634,0,0,0.00748159290634154,0,0,0,0.000633362362441612,0,0.0175758055577547,0,0,0.424095479376138,0,0,0.00152402818462513,0,0,0.00197925738263004,0,0.0511242181933339,0.00237510885915604,0.00162299105375663,0.138211543029056,0.00182091679201963,9.89628691315019e-05,0,0,0,0.01963423323569,0,0.0667603515161111,0,0.00860976961444066,0,0,0,0,0,0,0,0,0,0,0,0.000395851476526007,0,0,0,0,0,0,0,0,0,0.00122713957723062,0,0,0,0,0,0,0,0.0437217955822975,0,0.0132214393159686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237510885915604,0,0,0,0,0.00378038160082337,0.0129641358562267,0,0,0,0,0,0.00100942126514132,0,0,0,0,0.00122713957723062,0.00102921383896762,0,0,0,0,0.000158340590610403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157548887657351,0,0,0.000653154936267912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366162615786557,0,0.00118755442957802,0,0,0,0.053242023592748,0,0.00562109096666931,0.000593777214789011,0.000237510885915604,0,0,0,0,0.0810505898187,0,0.000890665822183517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Y100.213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864847865398223,0,0,0.00691878292318578,0,0,0,0,0,0,0,0,0.231496186807139,0,0,0.00130513405141914,0,0.102853997955814,0.00113216447833949,0,0,0,0.129082475037346,0.00432423932699112,0.0206462772230521,0,0,0,0.0019341143171633,0.00218570642346096,0,0,0.00105354194512147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050318421259533,0,0.00146237911785518,0.00149382813114239,0,0.000864847865398223,0,0,0,0.00474880100636843,0,0.0845192232093718,0,0,0,0,0,0,0.000204418586366853,0.00135230757134995,0.000408837172733705,0.00201273685038132,0,0,0.00739051812249391,0,0,0,0,0,9.43470398616243e-05,0,0,0.00316062583536442,0,0,0,0,0,0.000487459705951726,0,0.00591241449799513,0,0,0,0,0,0,0.000990643918547056,0.000157245066436041,0.00224860445003538,0.000361663652802893,0.0418114631653432,0,0.00111643997169589,0.000833398852111015,0,0.115716644390282,0,0,0.000267316612941269,0,0.0710747700290903,0.0101108577718374,0,0,0,0,0,0.0134130041669943,0,0,0,0,0,0,0,0,0,0,0,0.000330214639515685,0,0,0,0,0,0,0,0,0.0104410724113531,0,0.0117619309694158,0,0,0.0065885682836701,0,0,0,0.000235867599654061,0,0,0,0.000566082239169746,0.000471735199308122,0,0,0,0,0,0,0.000220143093010457,0,0,0.00435568834027832,0,0,0,0,0,0.00805094740152528,0.00757921220221716,0,0.037927510024373,0,0.000974919411903452,0.000628980265744162,0.0158503026967529,0,0,0,0.0030820033021464,0.0140262599260948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393112666090101,0,0,0
"20","Y100.218",0,0,0,0,0.00019677568976907,0.000337329753889834,0,0.0232757530183985,0,0,0,0,0,0,0,0.00352790700943118,0,0,0,0.0050037246826992,0,0,0.00126498657708688,0,0.000295163534653605,0,0.0054816085007098,0.000997933855257425,0,0.000337329753889834,0.0877900684498292,0,0.00205208933616316,0.0593700366846107,0.00104010007449365,0.0173162606996781,0,0.0149268416096251,0.118135690893502,0,0.0109913278142437,0,0,0,0.00203803392975108,0,0,0.00129309738991103,0,0,0.00115254332579027,0,0,0,0.00309218941065681,0,0,0,0,0,0,0,0.00157420551815256,0,0.000281108128241528,0,0,0.0100215047718105,0,0,0,0,0,0.000927656823197043,0.00105415548090573,0,0,0,0,0,0,0,0,0,0.00035138516030191,0.000716825727015897,0,0,0,0,0,0.00158826092456463,0,0.00203803392975108,0,0,0,0.000238941909005299,0.00915006957426174,0,0,0,0.000491939224422674,0,0,0.00223480961952015,0.0156998889622893,0,0,0,0,0,0,0.00313435562989304,0,0.000773047352664202,0.000309218941065681,0.0167259336303709,0,0.00136337442197141,0,0.000913601416784966,0.0442604747916286,0,0,0.000365440566713987,0,0.043220374717135,0.0017850366143337,0,0,0,0,0,0.00581893825459963,0,0,0,0,0,0,0,0,0,0,0,0.00508805712117166,0,0,0,0,0,0,0,0,0.00549566390712187,0,0.00674659507779667,0,0,0.00758991946252126,0,0,0,0.00542538687506149,0,0,0,0,0.00185531364639409,0,0,0,0,0,0,0,0,0,0.262653379622472,0,0.000267052721829452,0,0,0,0.00550971931353395,0,0,0.0448648572673479,0,0,0.0446540261711667,0.00151798389250425,0,0.00299380156577227,0.0164026592828932,0.00397768001461762,0.0296850183423054,0,0,0,0,0,0,0,0,0,0,0.0278999817279717,0,0,0.00203803392975108,0,0,0.000379495973126063
"21","Y100.219",0,0.00143717870764469,0.000294805888747628,0,0,0.00873362445414847,0,0.0452527039227609,0.00108709671475688,0.0200652258028854,0,0,0,0,0,0.00204521585318667,0.00134505186741105,0,0.0010318206106167,0.0077202292115785,0,0,0.00117922355499051,0,0,0,0,0.00084756693014943,0,0,0.0574871483057874,0.000589611777495255,0.00163985775615868,0.0023400217419343,0,0.0776997770530466,0,0.115176975660089,0.185525030862491,0,0.00795975899618595,0,0,0.0050301254767564,0.00178726070053249,0,0,0.000939693770383063,0,0,0,0,0.00011055220828036,0,0.0122528697510733,0,0,0,0,0,0.00171355922834559,0.00206364122123339,0,0,0,0,0,0,0,0,0.000829141562102703,0,0,0,0.00609879682346655,0,0,0.01840694267868,0,0,0.00160300702006523,0,0,0,0,0.000571186409448529,0,0,0,0,0,0.0167486595544746,0,0.0010318206106167,0,0.000239529784607448,0,0.00184253680467267,0.00263482763068192,0.00781235605181213,0,0,0.00757282626720469,0,0,0.0111657730363164,0.00921268402336337,0,0,0,0,0.0211891732537357,0,0.00235844710998102,0,0.00705691596189634,0,0.00374034971348553,0,0.00256112615849502,0.000681738617728889,0,0.0125845263759144,0,0,0.00140032797155123,0,0.0474637480883681,0,0,0,0,0,0,0.00084756693014943,0,0,0,0,0,0,0.00346396919278463,0,0,0,0.0102445046339801,0.000386932728981261,0,0,0,0,0,0,0,0,0.00219261879756048,0,0.0472057929357139,0,0,0.0244320380299596,0.00123449965913069,0,0.0058592670388591,0.0122344443830266,0,0,0,0,0.000368507360934535,0.000165828312420541,0,0.00084756693014943,0,0,0.021981464079745,0.000202679048513994,0,0,0.00924953475945682,0,0.0125292502717742,0,0,0,0.0208943673649881,0,0.0066884086009618,0.0232343891069224,0,0,0.000368507360934535,0.000497484937261622,0.00222946953365393,0,0,0.00245057395021466,0.0161590477769793,0,0,0,0,0,0.000700163985775616,0,0,0,0,0,0.0247268439187073,0,0,0,0,0.000442208833121442
"22","Y100.220",0,0,0,0,0.00492083498800007,0.00233092183642109,0,0.00859851166324223,0,0.00600859851166324,0,0,0,0,0,0.000207193052126319,0.000414386104252637,0,0,0.0434587426834953,0,0.00202013225823161,0.00110502961134037,0,0,0.0431997513683374,0,0.26199561441373,0,0,0.0770067510402818,0.000725175682442115,0.00257264706390179,0.00212372878429477,0,0.00239998618712986,0,0.0830844139026538,0.0714125386328712,0,0.000949634822245627,0,0,0.000258991315157898,0.00293523490512285,0,0,0.00808052903292643,0,0,0,0,0,0,0.0214790130704284,0,0,0,0.00167481050468774,0,0.000690643507087729,0,0,0,0,0,0,0,0,0,0.0418702626171936,0,0.00210646269661757,0,0.00226185748571231,0,0.000172660876771932,0.0137265397033686,0,0,0.000224459139803512,0,0,0,0,0.00126042440043511,0,0,0,0,0,0.00191653573216845,0,0.000276257402835092,0,0.00505896368941761,0,0.00264171141461056,0.00189926964449125,0.0154876806464423,0,0,0.00657837940501062,0,0,0.0022963896610667,0.0058532037225685,0,0,0,0,0,0,0,0.000207193052126319,0.00120862613740353,0.000863304383859661,0.00467910976051936,0,0.00298703316815443,0.000552514805670183,0.000656111331733343,0.044943626223734,0,0,0.000466184367284217,0,0.034583973617418,0.000552514805670183,0,0,0,0,0,0.00573234110882815,0,0,0,0,0.000431652191929831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778700554241414,0,0.0241552566603933,0,0,0.0150905606298669,0,0,0,0.00922009081962118,0,0,0,0,0,0,0,0,0,0,0.0116028109190738,0,0,0.000707909594764922,0.00310789578189478,0,0,0,0,0,0,0,0.00210646269661757,0.00139855310185265,0,0,0.0242243210111021,0.00165754441701055,0,0.000621579156378956,0.00486903672496849,0.00466184367284217,0.0339796605487163,0,0,0,0.00160574615397897,0,0,0,0,0,0,0,0.000241725227480705,0,0,0,0,0.00181293920610529
