"","sample_id","Acidaminococcus_fermentans","Acidaminococcus_intestini","Actinomyces_odontolyticus","Adlercreutzia_equolifaciens","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coagulans","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_salanitronis","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bifidobacterium_adolescentis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_stercoris","Bilophila_wadsworthia","Blautia_coccoides","Blautia_glucerasea","Blautia_hansenii","Blautia_luti","Blautia_producta","Blautia_stercoris","Brachyspira_aalborgi","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Butyrivibrio_crossotus","Carnobacterium_divergens","Carnobacterium_maltaromaticum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Christensenella_minuta","Cloacibacillus_evryensis","Cloacibacillus_porcorum","Clostridium_algidixylanolyticum","Clostridium_aminophilum","Clostridium_bartlettii","Clostridium_bolteae","Clostridium_cellulosi","Clostridium_chauvoei","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_paraputrificum","Clostridium_propionicum","Clostridium_ramosum","Clostridium_scindens","Clostridium_spiroforme","Clostridium_stercorarium","Clostridium_symbiosum","Clostridium_xylanolyticum","Clostridium_xylanovorans","Collinsella_aerofaciens","Collinsella_tanakaei","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Coriobacterium_glomerans","Dialister_invisus","Dialister_propionicifaciens","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eggerthella_sinensis","Enterococcus_avium","Enterococcus_faecium","Enterorhabdus_caecimuris","Escherichia_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_limosum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_tenue","Eubacterium_ventriosum","Eubacterium_xylanophilum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_varium","Gordonibacter_pamelaeae","Haemophilus_parainfluenzae","Holdemania_filiformis","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Lachnospira_pectinoschiza","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_mucosae","Lactobacillus_reuteri","Lactobacillus_rogosae","Lactobacillus_sakei","Lactobacillus_salivarius","Lactococcus_lactis","Lactonifactor_longoviformis","Megamonas_hypermegale","Megasphaera_elsdenii","Megasphaera_micronuciformis","Mitsuokella_jalaludinii","Odoribacter_laneus","Odoribacter_splanchnicus","Olsenella_uli","Olsenella_umbonata","Oscillibacter_valericigenes","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasutterella_excrementihominis","Parvimonas_micra","Pediococcus_acidilactici","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oryzae","Prevotella_stercorea","Pseudobutyrivibrio_ruminis","Pseudoflavonifractor_capillosus","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Selenomonas_bovis","Slackia_isoflavoniconvertens","Sneathia_sanguinegens","Solobacterium_moorei","Streptococcus_anginosus","Streptococcus_australis","Streptococcus_gordonii","Streptococcus_mitis","Streptococcus_mutans","Streptococcus_oralis","Streptococcus_parasanguinis","Streptococcus_pasteurianus","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_thermophilus","Subdoligranulum_variabile","Sutterella_stercoricanis","Sutterella_wadsworthensis","Terrahaemophilus_aromaticivorans","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_parvula","Veillonella_ratti","Victivallis_vadensis"
"11","SC018-T5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292844410491469,0,0,0,0,0.017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371785077667431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071301247771836,0,0,0,0,0,0,0,0,0.0287751464222052,0,0,0,0,0,0,0,0,0.0134963076139547,0,0,0.0336134453781513,0.0140056022408964,0,0,0,0,0,0,0.0667175961293608,0,0,0,0,0,0.0035650623885918,0,0,0,0,0,0,0,0,0,0,0.0180799592564298,0,0,0,0,0,0,0,0,0,0,0,0.00993124522536287,0,0,0.00814871403106697,0,0,0,0,0,0,0.0053475935828877,0,0,0.012987012987013,0,0,0,0.0282658517952636,0,0.0819964349376114,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203717850776674,0,0.0758848994143112,0.0341227400050929,0,0,0,0,0,0,0,0.0417621594092182,0,0,0.00101858925388337,0,0,0,0,0.00432900432900433,0,0,0,0.00407435701553349,0.074611662846957,0.00203717850776674,0,0,0,0,0.0613700025464731,0.00993124522536287,0,0.0104405398523046,0,0.0142602495543672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443086325439267,0,0,0,0
"12","SC018-T6",0,0,0,0,0,0,0,0,0.00711831124202258,0,0,0,0,0,0,0.0157093765341188,0,0.00147275405007364,0,0,0.00810014727540501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417280314187531,0.0211094747177221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564555719194894,0,0,0,0.00441826215022091,0,0,0,0,0,0,0,0,0.00540009818360334,0,0,0,0.0196367206676485,0,0,0,0,0,0,0.0135002454590083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245459008345606,0,0.0130093274423171,0,0,0,0,0,0,0,0.0159548355424644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441826215022091,0,0,0,0,0.0144820814923908,0.0441826215022091,0,0,0.000736377025036819,0,0,0,0.00687285223367698,0,0,0,0,0,0.00638193421698576,0,0,0,0,0,0,0,0,0,0,0,0,0.256504663721159,0,0.084192439862543,0.0625920471281296,0,0,0,0,0,0,0,0.0282277859597447,0,0,0,0,0,0,0,0.00589101620029455,0,0,0,0.0039273441335297,0.054246440844379,0.00196367206676485,0,0,0,0,0.0395189003436426,0.0601374570446735,0,0.0159548355424644,0,0,0,0,0,0,0.00245459008345606,0,0,0,0,0.0802650957290133,0,0,0,0,0,0.0517918507609229,0,0,0,0
"13","SC021-T1",0,0,0,0,0,0,0.00180803395959437,0,0,0,0,0,0,0,0,0.0687839006367424,0,0,0,0.00731074601053376,0,0,0,0,0,0,0,0,0,0.0117129156512853,0,0,0,0,0,0,0,0.119566071849697,0,0.149437937269083,0.119801902366166,0.0151717632261615,0,0,0,0,0.0112412546183476,0.0441003065796714,0,0,0,0,0,0.0356890181589498,0,0.0207530854492571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321515604119173,0,0,0,0,0,0,0,0.016743966669287,0,0,0,0,0,0.00125776275450043,0,0,0,0,0,0,0,0,0,0,0.00314440688625108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738935618269004,0,0.0338809841993554,0,0,0,0.0606870529046459,0,0,0.00165081361528182,0,0.0801823755994026,0,0.0169011870135996,0,0,0,0,0,0.0027513560254697,0,0.00495244084584545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691769514975238,0,0,0,0.00911877997012813,0,0,0,0,0,0,0.0085685087650342,0,0,0,0,0,0,0,0,0,0,0,0,0.0117915258234416,0,0,0,0.0118701359955978,0,0.0389120352173571,0.0154862039147866,0,0,0,0,0,0,0,0,0,0,0,0.0302649162801667,0,0,0,0,0,0,0,0,0,0,0,0
"14","SC021-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068696391314427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177729696314041,0,0,0,0,0,0,0,0.0867011822888494,0,0.118615253844371,0.0654508925121706,0,0,0,0,0,0.00904103237771424,0.0482188393478093,0,0,0,0,0,0.0338459160806738,0,0.0441233289544857,0,0,0,0,0,0,0,0,0,0,0,0.00772737810061046,0,0.00455915307936017,0,0,0,0,0.0434278649254308,0,0,0,0,0,0,0,0.00649099760451279,0,0,0,0,0,0.00239548721118924,0.00115910671509157,0,0,0,0,0,0,0,0,0,0.00633645004250058,0,0,0,0,0,0,0,0,0.000618190248048837,0,0,0,0,0,0,0,0,0,0.0176184220693919,0.00857738969167761,0,0,0,0.109187852561626,0,0,0.00200911830615872,0,0.14063828143111,0.00185457074414651,0.0153774824202148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185457074414651,0,0,0,0,0,0,0,0,0,0,0.00803647322463488,0,0,0,0,0,0,0,0,0,0,0,0,0.0163820415732942,0,0,0,0.0106637817788424,0,0.0377868789119852,0.0111274244648791,0,0,0,0,0,0,0,0,0,0,0,0.0537052777992427,0,0,0,0,0,0,0,0,0,0,0,0
"15","SC021-T3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048728813559322,0,0,0,0.00489936440677966,0,0,0,0,0,0,0,0,0,0.0214512711864407,0,0,0,0,0,0,0,0.0901747881355932,0,0.127582097457627,0.0605137711864407,0,0,0,0,0,0.00463453389830508,0.0217161016949153,0,0,0,0,0,0.021583686440678,0,0.0251588983050847,0,0,0.0022510593220339,0,0,0,0,0,0,0,0,0,0,0,0.00158898305084746,0,0,0,0.0323093220338983,0,0,0,0,0,0,0,0.00933527542372881,0,0,0,0,0,0.00132415254237288,0.00145656779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357521186440678,0.00516419491525424,0.0164194915254237,0,0,0,0.159957627118644,0,0,0.00178760593220339,0,0.184388241525424,0.0022510593220339,0.00635593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185381355932203,0,0,0,0.00867319915254237,0,0,0,0,0,0,0.00443591101694915,0,0,0,0,0,0,0,0,0,0,0,0,0.0626986228813559,0,0,0,0.00536281779661017,0,0.0384666313559322,0.0127118644067797,0,0,0,0,0,0,0,0,0,0,0,0.0111890889830508,0,0,0,0,0,0,0,0,0,0,0,0
"16","SC021-T4",0,0,0,0,0,0,0.0044084700440847,0,0,0,0,0,0,0,0,0.0416997904169979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890800028908,0,0,0,0,0,0,0,0.137529811375298,0.0015899400158994,0.185300281853003,0.0463973404639734,0.0096841800968418,0,0,0,0,0.0723422707234227,0.181036351810364,0,0,0,0,0,0.0294138902941389,0,0,0,0,0.0059984100599841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046252800462528,0,0,0,0,0.0007949700079497,0,0,0.0116354701163547,0,0,0,0,0,0.0011563200115632,0.0037580400375804,0,0,0,0,0,0,0,0.0032521500325215,0,0.0070824600708246,0,0,0,0,0,0,0,0,0.0033966900339669,0,0,0,0,0,0,0,0,0.0015899400158994,0,0.0208137602081376,0,0,0,0.0208137602081376,0,0,0.0007949700079497,0,0.0342559803425598,0.0048420900484209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192238201922382,0,0,0,0.0068656500686565,0,0,0,0,0,0,0.0004336200043362,0,0,0,0,0.0006504300065043,0,0,0,0,0,0,0,0.036857700368577,0,0,0,0.0059261400592614,0,0.0333887403338874,0.0356291103562911,0,0,0,0,0,0,0,0,0,0,0,0.0210305702103057,0,0,0.002890800028908,0,0,0,0,0,0,0,0,0
"17","SC021-T5",0,0,0,0,0,0,0.00147612369916599,0,0,0,0,0,0,0,0,0.0565355376780574,0,0,0,0.0118089895933279,0,0,0,0,0,0,0,0,0,0.0134327256624105,0,0,0,0,0,0,0,0.133367776219647,0,0.128275149457525,0.101926341427412,0.00538785150195586,0,0,0,0,0.0106280906339951,0.027603513174404,0,0,0,0,0,0.0221418554874899,0,0.0149826555465348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015277880286368,0,0,0,0,0,0,0,0.00671636283120525,0,0,0,0,0,0.00125470514429109,0.00376411543287327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103328658941619,0,0,0,0,0,0,0,0,0,0.0106280906339951,0.0354269687799838,0,0,0,0.055207026348808,0,0,0.00110709277437449,0,0.129087017492066,0.00428075872758137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273082884345708,0,0,0,0.00730681231087165,0,0,0,0,0,0,0.00797106797549635,0,0,0,0,0.00110709277437449,0,0,0,0,0,0,0,0.0310724038674441,0,0,0,0.0235441730016975,0,0.051738135655768,0.0394125027677319,0,0,0,0,0,0,0,0,0,0,0,0.0437670676802716,0,0,0,0,0,0,0,0,0,0,0,0
"18","SC021-T6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376761359354985,0.127269987190114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205711702207822,0,0,0,0,0,0,0,0.097053726169844,0.00271268178735589,0.0440810790445332,0.107979805591139,0,0,0,0,0,0.0098711476151006,0.0293120337578178,0,0,0,0,0,0.0351141586918846,0,0.0339838746138196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203451134051692,0,0,0,0.0257704769798809,0.00210986361238791,0,0,0,0,0,0,0.0049732499434858,0,0,0,0,0,0.00384296586542084,0,0,0,0,0,0,0,0,0,0,0.00504860221535679,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0.00670635219651873,0.023509908823751,0.0145429884711024,0,0,0,0.0862783512922915,0,0,0.0025619772436139,0,0.159370055007158,0.00165774998116193,0.0196669429583302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828874990580966,0,0,0,0.00828874990580966,0,0,0,0,0,0,0.00828874990580966,0,0,0,0,0,0,0,0,0,0,0,0,0.0151458066460704,0,0,0,0.025619772436139,0,0.0333057041669806,0.0173310225303293,0,0,0,0,0,0,0,0,0,0,0,0.0180091929771683,0,0,0,0,0,0,0,0.00504860221535679,0,0,0,0
"19","SC025-T1",0.0165980130845651,0,0,0,0,0.010661497455779,0,0,0.00205960746304822,0,0,0,0,0,0,0.0144172522413375,0,0,0,0,0.00714804943057911,0,0,0,0,0,0,0,0,0.0239883692755028,0,0,0,0,0,0,0,0,0,0.0209595347710201,0,0,0.00605766900896535,0,0,0,0.00266537436394475,0.0174460867458202,0.00775381633147565,0,0,0,0,0.0540344075599709,0,0,0,0,0,0,0,0,0.00448267506663436,0.10310152653259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000848073661255149,0,0,0,0,0,0.00133268718197238,0.00230191422340683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196268475890477,0.00230191422340683,0,0.0226556820935304,0,0,0.00799612309183426,0.00484613520717228,0.0125999515386479,0,0,0,0.249333656409014,0.0124787981584686,0,0,0,0,0,0,0,0.00121153380179307,0,0,0,0,0,0,0,0,0,0,0,0.016961473225103,0,0.0306518051853647,0,0,0,0,0.0179307002665374,0,0.00666343590986189,0.0052095953477102,0,0,0,0,0,0,0,0.0344075599709232,0,0,0.0510055730554883,0,0,0,0.0434940634843712,0.00751150957111703,0,0.0402229222195299,0,0,0,0.00605766900896535,0,0,0,0,0.0275018173007027,0.030772958565544,0,0.00593651562878604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467652047492125,0,0,0,0,0,0
"20","SC025-T2",0.0212014134275618,0,0,0,0,0.0124329276272739,0,0,0,0,0,0,0,0,0,0.0141342756183746,0.000916110456746499,0.00209396675827771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327182305980893,0,0,0,0,0,0.0130872922392357,0,0,0.0205470488156,0,0,0,0,0.0102080879466038,0.0159664965318676,0,0,0,0,0.051302185577804,0,0,0,0,0,0,0,0,0,0.0785237534354142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248658552545478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287920429263185,0.00811412118832614,0,0.0332417222876587,0.00955372333464206,0,0.0336343410548358,0,0.00484229812851721,0,0.209658421672556,0.00929197748985735,0,0,0,0,0,0.00143960214631593,0,0.00117785630153121,0.00575840858526371,0,0,0,0,0,0,0,0,0,0,0.0306242638398115,0,0.0989399293286219,0,0,0,0,0.0455437769925402,0,0,0.00536578981808664,0,0,0,0,0,0,0.00117785630153121,0.043973301923832,0,0,0.0749901845308206,0,0.000916110456746499,0,0.071849234393404,0,0,0,0,0.000523491689569428,0,0.00588928150765607,0,0,0,0,0.0235571260306243,0.00287920429263185,0,0.00471142520612485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232953801858395,0,0,0,0,0,0
"21","SC025-T3",0.0391467237556388,0,0,0,0,0.0135331447358361,0,0.00466396513494916,0,0,0,0,0,0,0,0,0,0.00504625735912532,0,0,0.0322654637204679,0,0,0,0,0,0,0,0.00206437801055127,0.05436195427785,0,0,0,0.00986313938374494,0,0,0,0,0,0.0337181741723373,0,0,0,0,0,0,0,0,0,0.00535209113846624,0,0,0,0.112699747687132,0,0,0,0.000993959782858017,0,0,0,0,0.00626959247648903,0.12202767795703,0,0,0,0,0,0,0.00206437801055127,0,0,0,0.0139918954048475,0,0,0,0,0,0,0,0,0.00076458444835232,0,0,0,0.000917501338022785,0,0.00481688202461962,0,0,0.000611667558681856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336417157275021,0,0,0,0,0,0,0,0.0305833779340928,0,0,0.0373117210795932,0,0,0.00527563269363101,0,0.00122333511736371,0,0.00175854423121034,0,0.0781405306216072,0.0173560669775977,0.0119275173942962,0,0,0.0021408364553865,0,0.000535209113846624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700359354690726,0,0,0,0,0.00137625200703418,0,0.0508448658154293,0,0,0.00711063536967658,0,0,0,0,0,0,0,0.00634605092132426,0,0,0.0175089838672681,0,0,0,0.00443458980044346,0.0188087774294671,0,0.00336417157275021,0,0,0,0.00412875602110253,0,0,0,0,0.123862680633076,0.023396284119581,0,0,0.000305833779340928,0,0,0,0,0,0,0,0,0,0,0.00175854423121034,0,0,0,0.0119275173942962,0,0,0,0,0,0
"22","SC025-T4",0.0201107219523218,0,0,0,0,0.0187549429443001,0,0.0110721952321772,0,0,0,0,0,0,0,0,0.00203366851203254,0.00643995028810304,0,0,0.0351372726245622,0,0,0,0,0,0,0,0,0.00237261326403796,0,0,0,0,0,0,0,0,0,0.0245170037283923,0,0,0.00598802395209581,0,0,0,0,0.0108462320641735,0.00858660038413738,0.00338944752005423,0,0,0,0.0898203592814371,0,0,0,0,0,0,0,0,0.00395435544006327,0.148344819794374,0,0,0,0,0,0,0,0,0,0,0.0233871878883742,0,0,0,0,0.00237261326403796,0,0.00316348435205062,0,0,0,0,0,0,0,0.00519715286408315,0,0,0.000564907920009038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431589650886905,0,0,0.0272285617444357,0,0,0.00643995028810304,0,0.00858660038413738,0,0.000338944752005423,0,0.18935713478703,0.0124279742401988,0.00598802395209581,0,0,0,0,0,0,0.000790871088012654,0,0,0,0,0,0,0,0,0,0,0,0.0207886114563326,0,0.0190938876963055,0,0,0.00350242910405604,0,0.0422551124166761,0,0,0.00643995028810304,0,0.00135577900802169,0,0,0,0,0,0,0,0,0.0408993334086544,0,0,0,0,0,0,0,0,0,0,0.034685346288555,0,0,0,0,0.070500508417128,0.024065077392385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160433849282567,0,0,0,0,0,0
"23","SC025-T5",0.00817279626386457,0,0,0,0,0.00934033858727379,0,0,0,0,0,0,0,0,0,0.028604786923526,0,0.00700525394045534,0,0,0.0100408639813193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235843549328663,0,0,0.0595446584938704,0,0,0,0.00852305896088733,0.0256859311150029,0.0530064214827788,0,0,0,0,0.0792761237594863,0,0,0,0.00221833041447752,0,0,0,0,0,0.199065966141273,0,0,0,0,0,0,0,0,0,0,0.0173963806187974,0,0,0,0,0.00268534734384121,0,0,0,0,0,0,0,0,0,0.00268534734384121,0,0,0,0,0,0,0.00385288966725044,0,0,0,0,0,0,0,0,0,0,0.00700525394045534,0,0,0,0,0,0,0,0,0.0547577349678926,0,0,0.0263864565090485,0,0,0.00595446584938704,0,0.00828955049620549,0,0,0,0.178750729713952,0.00934033858727379,0.00817279626386457,0,0,0,0,0,0,0.000467016929363689,0,0,0,0,0,0,0,0,0,0,0,0.0173963806187974,0,0,0,0,0,0,0.0267367192060712,0,0,0,0,0,0,0,0,0,0,0.00385288966725044,0,0,0.00198482194979568,0,0,0,0.0152948044366608,0,0,0.0067717454757735,0,0,0,0.00338587273788675,0,0,0,0,0.0744892002335085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817279626386457,0,0,0,0.0021015761821366,0,0,0,0,0,0
"24","SC025-T6",0,0,0,0,0,0.00764406115248922,0,0.00254802038416307,0,0,0,0.00107800862406899,0,0,0,0.00970207761662093,0,0,0,0,0.011172089376715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327322618580949,0,0,0.0199921599372795,0,0,0,0.00274402195217562,0.0170521364170913,0.0166601332810662,0.0042140337122697,0,0,0,0.0551744413955312,0,0,0,0,0,0,0,0,0,0.0798706389651117,0,0,0,0,0,0,0,0,0,0,0.0245981967855743,0,0,0,0,0,0,0,0.00196001568012544,0,0,0,0,0.000392003136025088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372402979223834,0,0,0,0,0,0,0,0,0.0184241473931791,0.000784006272050176,0,0.00744805958447668,0,0.00646805174441396,0.00637005096040768,0,0.0627205017640141,0,0.0109760878087025,0,0.168365346922775,0.00764406115248922,0.0120540964327715,0,0,0,0,0,0.00343002744021952,0,0.00539004312034496,0,0,0,0,0.00754606036848295,0,0,0,0,0,0.0109760878087025,0,0.019796158369267,0,0,0.00352802822422579,0,0.0211681693453548,0,0,0.00519404155233242,0,0,0,0,0,0,0,0.029890239121913,0.019796158369267,0,0.112994903959232,0,0,0,0.0204821638573109,0.00156801254410035,0,0.0303802430419443,0,0,0.00744805958447668,0.0107800862406899,0,0,0,0,0.0542924343394747,0.00303802430419443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264602116816935,0,0,0,0.0371422971383771,0,0,0,0,0,0
"25","SC028-T1",0,0,0,0,0,0,0,0,0.0295767950546838,0,0,0.00171184022824536,0,0,0,0.0574417498811222,0,0,0,0.0123632905373276,0,0,0,0,0.0328102710413695,0,0,0,0,0,0.0089396100808369,0,0,0,0,0,0.0100808368996671,0,0,0.0208273894436519,0,0,0.072943414170233,0.00294816928197813,0,0,0.0849262957679505,0.0418449833571089,0,0,0,0,0,0.030527817403709,0,0.00323347598668569,0,0,0.00437470280551593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228245363766049,0,0,0,0,0,0.00237755587256301,0,0.00399429386590585,0,0,0.00504041844983357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016262482168331,0,0,0,0.0135996195910604,0,0,0,0.0153114598193058,0,0,0,0,0,0,0,0,0,0,0.00275796481217309,0.030718021873514,0,0,0,0,0,0,0.00361388492629577,0,0.297384688540181,0.00304327151688065,0.00627674750356633,0,0,0,0,0,0,0,0.0272943414170233,0,0,0,0,0.00998573466476462,0,0.00427960057061341,0,0,0,0,0,0,0,0.000570613409415121,0,0,0.0125534950071327,0,0,0,0.00599144079885877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551592962434617,0,0.0104612458392772,0,0,0,0,0,0,0.0151212553495007,0.0111269614835949,0,0,0,0,0,0,0,0,0,0.000951022349025202,0.00542082738944365,0,0,0,0,0.0171184022824536,0,0.0302425106990014,0,0.00561103185924869,0,0,0,0
"26","SC028-T2",0,0,0,0,0,0,0,0,0.0215513402796331,0,0,0,0,0,0,0.0678600053433075,0,0,0,0.00587763825808175,0,0,0,0,0.0306349630421231,0,0,0,0,0,0,0,0,0,0,0,0.00605574850832665,0,0,0.0220856710303678,0,0.0215513402796331,0.0477335470656336,0,0,0,0.0646540208388993,0.0600231543325318,0,0,0,0,0,0.033573782171164,0.00195921275269392,0,0,0,0,0,0,0,0,0,0.000801496126102057,0,0,0,0,0,0,0,0,0,0.0265384272864903,0,0,0,0,0,0,0,0.00365126013002048,0,0,0.00258259862855107,0,0,0,0,0.00151393712708166,0,0,0,0,0,0,0,0,0.0125567726422656,0,0,0,0.0054323626324695,0,0,0,0.0146940956452044,0,0,0,0,0,0,0,0,0,0.00516519725710215,0.0134473238934901,0.021729450529878,0,0,0.00374031525514293,0,0,0,0.0112209457654288,0,0.305815299670496,0.00427464600587764,0.0179891352747351,0,0,0,0,0,0,0,0.029833466916021,0,0,0,0,0.00801496126102057,0,0,0,0,0,0,0,0,0,0,0,0,0.00703535488467361,0,0,0,0.0113990560156737,0,0,0,0,0,0.0059666933832042,0,0,0,0,0,0,0,0,0,0.00427464600587764,0.00445275625612254,0,0.00979606376346959,0,0,0,0,0.00391842550538784,0,0.0288538605396741,0.0179000801496126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119333867664084,0,0.0143378751447146,0.00178110250244902,0.0057885831329593,0,0,0,0
